Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,31,8,2021,31,8,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,62,All,34,38,42,46,49,51,54,57,59,62,64,67,70,74,77,81,87,95,107
LSHTM,31,8,2021,1,9,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,58,All,29,35,38,42,45,48,50,53,55,58,61,64,67,71,75,80,85,92,105.05
LSHTM,31,8,2021,2,9,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,65,All,31,37,42,46,49,52,56,59,62,65,69,73,77,81,86,92,100,110,129
LSHTM,31,8,2021,3,9,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,57,All,25,31,35,38,41,44,48,51,54,57,61,65,68,73,78,83,91,101,120
LSHTM,31,8,2021,4,9,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,56,All,22,28,32,36,40,43,46,49,52,56,59,63,67,72,77,83,92,103,125
LSHTM,31,8,2021,5,9,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,59,All,22,28,33,37,41,44.7000000000001,48,52,55,59,64,68,73,79,84,92,103,116,141
LSHTM,31,8,2021,6,9,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,60,All,21,27,32,36,40,44,48,51,56,60,64,69,74,80,87,95,106,120,147
LSHTM,31,8,2021,7,9,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,59,All,18,25,30,35,39,42,46,50,55,59,64,69,74,80,88,96,108,124,150
LSHTM,31,8,2021,8,9,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,56,All,16,22,27,31,35,39,43,47,51.55,56,60,65,71,77,84,92,104,121,152.05
LSHTM,31,8,2021,9,9,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,63,All,17,23,29,34,38,43,48,52,57,63,68,74,81,88,98,111,125,148,191.05
LSHTM,31,8,2021,10,9,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,54,All,13,19,24,29,32,36,40,45,50,54,60,66,72,79,87,98,114,134,173
LSHTM,31,8,2021,11,9,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,53,All,11.95,17,22,27,31,35,39,44,48,53,58,64,70,78,88,99,113,138,185.05
LSHTM,31,8,2021,12,9,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,56,All,11,17,23,27,32,36,40,46,51,56,62.4500000000003,69,77,86,97,110,126,157,208
LSHTM,31,8,2021,13,9,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,57,All,11,17,22,26,31,36,40,45,51,57,63,70,77.3499999999999,87,98,113,134,161.1,217
LSHTM,31,8,2021,14,9,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,55,All,10,16,21,25,29,34,39,44,49,55,62,69,77,88,98,114,136,164.1,227.05
LSHTM,31,8,2021,31,8,2021,London,hospital_inc,EpiNow,MTP,Cases,2.0,177,All,114,127,135,142,148,154,160,165,171,177,183,189,195.35,203,212,222,233,248,277
LSHTM,31,8,2021,1,9,2021,London,hospital_inc,EpiNow,MTP,Cases,2.0,183,All,111,125,135,143,150,157,163,171,177,183,190,198,206,215,224,235,250,270.1,302
LSHTM,31,8,2021,2,9,2021,London,hospital_inc,EpiNow,MTP,Cases,2.0,195,All,112,127,138,148,157,165,172,179,187,195,203,213,222,232,246,259,278,304,347
LSHTM,31,8,2021,3,9,2021,London,hospital_inc,EpiNow,MTP,Cases,2.0,173,All,93,108,117,127,135,143,151.65,158,166,173,181,190,199,209,222,237,255,282,321.05
LSHTM,31,8,2021,4,9,2021,London,hospital_inc,EpiNow,MTP,Cases,2.0,195,All,97,114.9,127,139,149.75,159,167,177,187,195,205,216,227,241,254.25,273,299,330.1,394
LSHTM,31,8,2021,5,9,2021,London,hospital_inc,EpiNow,MTP,Cases,2.0,207,All,97,116,131,142,154,165,175,185,195,207,218,230,243,257,273,296,325,367,441
LSHTM,31,8,2021,6,9,2021,London,hospital_inc,EpiNow,MTP,Cases,2.0,211,All,93,113,128.85,141,153,165,176,188,199,211,223,237,252,269,288,315,347,392,480
LSHTM,31,8,2021,7,9,2021,London,hospital_inc,EpiNow,MTP,Cases,2.0,222,All,90,115,130,146,158,170,184,197,209,222,237,251,269,287,313,339,379,430,526.1
