Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,8,9,2020,8,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,2,All,0,0,0,1,1,1,1,2,2,2,2,3,3,3,4,5,5,6,9
LSHTM,8,9,2020,9,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,3,All,0,0,1,1,1,1,2,2,2,3,3,4,4,5,5,6,6,8,11
LSHTM,8,9,2020,10,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,3,All,0,1,1,1,1,2,2,2,3,3,3,4,4,5,5.25,6,8,9,12
LSHTM,8,9,2020,11,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,2,All,0,0,0,1,1,1,1,2,2,2,2,3,3,3,4,5,6,7,10
LSHTM,8,9,2020,12,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,2,All,0,0,0,1,1,1,1,2,2,2,3,3,3,4,4,5,6,7,11
LSHTM,8,9,2020,13,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,2,All,0,0,0,1,1,1,1,2,2,2,3,3,3,4,4,5,6,8,12
LSHTM,8,9,2020,14,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,2,All,0,0,0,1,1,1,1,1,2,2,2,3,3,4,4,5,6,8,12
LSHTM,8,9,2020,15,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,2,All,0,0,0,1,1,1,1,2,2,2,3,3,3,4,5,6,7,10,15
LSHTM,8,9,2020,8,9,2020,England,hospital_inc,EpiSoon,Deaths,2.0,66,All,32,38,43,46,50,53.89999999999998,56,59,63,66,70,74,78,82,88,94.40000000000009,103,115,133
LSHTM,8,9,2020,9,9,2020,England,hospital_inc,EpiSoon,Deaths,2.0,86,All,40,49,55,61,65,69,73,77,82,86,91,95,101,107,114,122,132,149.70000000000005,181.8499999999999
LSHTM,8,9,2020,10,9,2020,England,hospital_inc,EpiSoon,Deaths,2.0,86,All,38.150000000000006,46.30000000000001,52,57,63,68,73,77,81,86,92,97,103,110.09999999999991,119,128,142,158,191.8499999999999
LSHTM,8,9,2020,11,9,2020,England,hospital_inc,EpiSoon,Deaths,2.0,84,All,37,43.30000000000001,50,54,60,65,69,74,79,84,90,96,102,109,116.25,124.40000000000009,138,159,199
LSHTM,8,9,2020,12,9,2020,England,hospital_inc,EpiSoon,Deaths,2.0,74.5,All,31,38,44,49,53,58,62,66,70,74.5,80,85,91,98.09999999999991,107,117,130,152.70000000000005,192.69999999999982
LSHTM,8,9,2020,13,9,2020,England,hospital_inc,EpiSoon,Deaths,2.0,75,All,30.150000000000006,38,44,48,52,56,61,65.20000000000005,70,75,79.65000000000009,86,93,100,110,123,137,158,205.8499999999999
LSHTM,8,9,2020,14,9,2020,England,hospital_inc,EpiSoon,Deaths,2.0,86,All,32,40,48,53,59,64,70,75,80,86,93,100,108,118,129,145.4000000000001,165,196,260.8499999999999
LSHTM,8,9,2020,15,9,2020,England,hospital_inc,EpiSoon,Deaths,2.0,94,All,35,45,52,59,64,69,76,82,88,94,102,111,121,134,149,168,196,239.70000000000005,324.8499999999999
LSHTM,8,9,2020,8,9,2020,London,hospital_inc,EpiSoon,Deaths,2.0,12,All,3,4,6,7,7,9,10,10,11,12,14,15,16,18,20,22,26,30,38
LSHTM,8,9,2020,9,9,2020,London,hospital_inc,EpiSoon,Deaths,2.0,16,All,4,6,7,8,9,11,12,13,14,16,17,19,21,23,26,29.40000000000009,34,41,54
LSHTM,8,9,2020,10,9,2020,London,hospital_inc,EpiSoon,Deaths,2.0,21,All,5,8,9,11,12,14,16,17,19,21,23,25,28,31,35,40,47,59,84.84999999999991
LSHTM,8,9,2020,11,9,2020,London,hospital_inc,EpiSoon,Deaths,2.0,16,All,3,5,7,8,9,10,12,13,14,16,17,19,21,23,26,30,37,45.700000000000045,70
LSHTM,8,9,2020,12,9,2020,London,hospital_inc,EpiSoon,Deaths,2.0,15,All,3,5,6,7,8,10,11,12,14,15,17,18,21,24,27,32,39,50.700000000000045,79.84999999999991
LSHTM,8,9,2020,13,9,2020,London,hospital_inc,EpiSoon,Deaths,2.0,14,All,3,4,6,7,8,9,10,11,13,14,16,18,20,23,27,31,39,53,87
