Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,26,1,2021,26,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,353,All,266,283.9,295,304,313,321,330,337,345,353,360,368,376.35,385,395,406,418,436.1,468
LSHTM,26,1,2021,27,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,317,All,236.95,254,264,273,280,289,296,305,311,317,323.45,331,339,347,356,366.2,379,398,425
LSHTM,26,1,2021,28,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,291,All,212,228,240,249,257,264,271,278,284,291,298,305,313,321,330,340,353,369.1,398
LSHTM,26,1,2021,29,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,253,All,183,197,207,215,222,228,234,240,247,253,259,266,272,280,288,298,309,325,349
LSHTM,26,1,2021,30,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,262,All,188,204,214,222,229,237,244,250,256,262,269,275,283,291,300.25,310,323,340,364
LSHTM,26,1,2021,31,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,287,All,200,216,228,237,246,254,263,271,279,287,294,301.4,309,319,330,344,358,378,409
LSHTM,26,1,2021,1,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,298,All,210,226.9,240,250,259,268,276,283,290,298,307,315,323,334,343,356,373,394,431
LSHTM,26,1,2021,2,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,296,All,200,220,233,244,254,263,272,280,288,296,303,312,321,331,344,358,373,395,434.05
LSHTM,26,1,2021,3,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,265,All,178,194,206,216,226,233,241,249,257,265,273,282,291,300,310,323,337,360,396.05
LSHTM,26,1,2021,4,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,242,All,161,177,189,198,206,213,220,228,234,242,250,257.4,265,274,286,297,314.15,335,369.05
LSHTM,26,1,2021,5,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,210,All,138,152,162,170,178,184,190,196,203,210,216,223,231,240,248,260,274,294,326
LSHTM,26,1,2021,6,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,216,All,140.95,153,164,172,180,188,194,201,209,216,223,231,240,250,259.25,272,287,306,338
LSHTM,26,1,2021,7,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,233,All,147,165,175,185,194,202,209,217,224.55,233,242,250,259,269,280,294,311,336,378
LSHTM,26,1,2021,8,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,243,All,152.95,169,181,192,201,210,219,227,235,243,252,260,271,282,296,311,330,355,399
LSHTM,26,1,2021,9,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,242,All,149,165,178,189,199,208,216,224,232,242,251,260,271,283,296,311,330,357,402
LSHTM,26,1,2021,10,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,214,All,130.95,146,158,167,177,184,192,199,206,214,223,231,240,250.3,263,277,299,323,365.05
LSHTM,26,1,2021,11,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,197,All,116,132,143,151,159,168,174,182,190,197,205,214,223,232,243,257,274,299,341
LSHTM,26,1,2021,12,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,170,All,99,113,123,130,137,144,151,157,163,170,177,184,193,202,212,224,238,260,296
LSHTM,26,1,2021,13,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,176,All,101,114,124,133,139,147,154,161.6,168,176,183,191,200,209,219,231,246,270,311
LSHTM,26,1,2021,14,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,188,All,107,121,132,142,150,158,165,173,181,188,196,205,214,225,237,250,270,297,339
LSHTM,26,1,2021,15,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,196,All,112,126,138,147,155,164,172.65,180,189,196,205,214,225,235.3,248,264,284,313,363
LSHTM,26,1,2021,16,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,193,All,110,123,134,143,152,160,168,176,184,193,202,211,221,232,245,262,284.15,311.1,365.05
LSHTM,26,1,2021,17,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,172,All,93.95,107,118,126,135,142,149,156,164,172,180,189,197,209,220,235,255,282.1,327
LSHTM,26,1,2021,18,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,156,All,84,98,107,114,121,128,135,142,149,156,163,171,179,190,202,215.2,231,262,307
LSHTM,26,1,2021,19,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,136,All,72,83,91,98,104,110,117,123,129,136,142,149,157,166,176,188,202,225,262
LSHTM,26,1,2021,20,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,138,All,73,84,92,100,106,112,120,125,132,138,145.45,152.4,161,171,182,195.2,213,239,277.05
LSHTM,26,1,2021,21,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,148,All,77,88,99,106,113,120,127,135,141,148,156,164,174,185,198,211,229,257,304
LSHTM,26,1,2021,22,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,152,All,78,91,101.85,109,117,125,131,139,145,152,160,170,180,191,204,221,240,271,319
LSHTM,26,1,2021,23,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,150,All,76,88,98,106,114,122,129,136,143,150,158,166.4,177,188,203,219,238,268,323
