Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,21,12,2021,21,12,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,69,All,46,51,55,57,59,61,64,65,67,69,71,73,75,78,80,83,86,91.0999999999999,99
LSHTM,21,12,2021,22,12,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,72,All,48,53,56,59,61,64,66,68,70,72,74,76,79,81,84,87,90,95,103
LSHTM,21,12,2021,23,12,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,66,All,43,48,51,54,56,58,60,62,64,66,68,70,72,74,77,80,83,88,95.0499999999997
LSHTM,21,12,2021,24,12,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,61,All,39,44,47,49,52,54,56,58,60,61,64,66,68,70,72,75,79,83,90
LSHTM,21,12,2021,25,12,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,69,All,44,48,52,55,57,59.7000000000001,62,64,66,69,71,73,75,78,81,84,88,93,101
LSHTM,21,12,2021,26,12,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,66,All,41,46,50,53,55,58,60,62,64,66,69,71,73,76,79,82,86,92,102
LSHTM,21,12,2021,27,12,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,69,All,42,47,51,54,57,60,62,64,67,69,71,74,76,79,82,86,90,96,106
LSHTM,21,12,2021,28,12,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,65,All,39,44,47,50,53,56,58,61,63,65,67,70,73,75,79,82,87,93,102
LSHTM,21,12,2021,29,12,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,68,All,40,45,49,53,56,58,61,63,65,68,71,74,77,80,83,87,92,99,109
LSHTM,21,12,2021,30,12,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,62,All,35,41,44,47,50,52,55,57,59,62,64,67,69,72,76,80,84,91,100
LSHTM,21,12,2021,31,12,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,58,All,32,37,41,44,46,49,51,53,56,58,60,63,65,68,72,75,80,85,96
LSHTM,21,12,2021,1,1,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,64,All,36,41,45,48,51,54,56,59,62,64,67,70,73,76,80,84,89.1500000000001,97,107
LSHTM,21,12,2021,2,1,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,63,All,33,39,43,46,49,51,54,57,60,63,65,68,72,75,79,83,89,96,108
LSHTM,21,12,2021,3,1,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,65,All,34,40,44,48,51,54,56,59,62,65,68,71,74,78,82,87,93,101,113
LSHTM,21,12,2021,4,1,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,61,All,32,37,42,44.8000000000001,48,50,53,56,58,61,64,67,70,73,78,83,89,96,108
LSHTM,21,12,2021,5,1,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,64,All,33,38,43,47,50,53,56,58,61,64,67,71,74,79,82,87,93,103,116
LSHTM,21,12,2021,6,1,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,58,All,29,34,38,41,44,47,50,52,55,58,61,64,67.3499999999999,71,75,81,87,95,107
LSHTM,21,12,2021,7,1,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,54,All,26,31,35,38,41,43,46,48.6000000000001,51,54,57,60,63,66.2999999999997,71,75,81,88,101
LSHTM,21,12,2021,8,1,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,60,All,29,35,39,43,46,48,51,54,57,60,64,67,71,75,79,84,91,100,116
LSHTM,21,12,2021,9,1,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,58,All,28,33,37,40,44,47,50,52,55,58,62,65,69,73,78,83,91,101,115
LSHTM,21,12,2021,10,1,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,61,All,27,34,38,42,45,48,51,54,57,61,64,68,72,76,81,87,95,104,121
LSHTM,21,12,2021,11,1,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,57,All,25,31,35,39,42,45,48,51,54,57,60,64,68,72,77,83,90,99,116
LSHTM,21,12,2021,12,1,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,60,All,26.95,32.9,37,40,43,47,50,53,57,60,64,67,71.3499999999999,77,81,88,96,107,126
LSHTM,21,12,2021,13,1,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,55,All,23,28,33,36,39,42,45,48,52,55,58,61,65,69,74,80,87,98,114
LSHTM,21,12,2021,14,1,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,50,All,21,25,30,33,36,39,42,45,47,50,53,57,61,65,70,75,82,90.0999999999999,108
