Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,22,9,2020,22,9,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,8,All,7,7,7,7,7,7,7,8,8,8,8,8,8,9,9,9,9,9,9
LSHTM,22,9,2020,23,9,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,8,All,7,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,9
LSHTM,22,9,2020,24,9,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,10,All,8,8,8,8,9,9,9,9,9,10,10,10,10,10,11,11,11,11,11
LSHTM,22,9,2020,25,9,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,7,All,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8
LSHTM,22,9,2020,26,9,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,7,All,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,8,9,9
LSHTM,22,9,2020,27,9,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,9,All,7,7,7,7,8,8,8,8,8,9,9,9,9,10,10,10,10,10,11
LSHTM,22,9,2020,28,9,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,7,All,6,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,8
LSHTM,22,9,2020,29,9,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,10,All,8,8,8,8,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12
LSHTM,22,9,2020,30,9,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,10,All,8,8,9,9,9,9,9,10,10,10,10,11,11,11,12,12,12,12,13
LSHTM,22,9,2020,1,10,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,12,All,9,10,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15
LSHTM,22,9,2020,2,10,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,9,All,6,7,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,11,11
LSHTM,22,9,2020,3,10,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,9,All,7,7,8,8,8,8,9,9,9,9,9,10,10,10,11,11,11,11,12
LSHTM,22,9,2020,4,10,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,11,All,8,8,9,9,9,10,10,10,10,11,11,12,12,12,13,13,13,14,14
LSHTM,22,9,2020,5,10,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,9,All,7,7,7,8,8,8,9,9,9,9,9,10,10,10,11,11,12,12,12
LSHTM,22,9,2020,6,10,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,13,All,10,10,10,10,11,11,12,12,12,13,13,14,14,15,15,15,16,17,17
LSHTM,22,9,2020,7,10,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,13,All,9,10,10,10,11,11,12,12,12,13,13,13,14,14,15,15,16,16,17
LSHTM,22,9,2020,8,10,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,16,All,11,12,12,13,13,14,14,15,15,16,16.00000000000003,17,17,18,19,19,20,20,21
LSHTM,22,9,2020,9,10,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,11,All,8,8,9,9,9,9,10,10,11,11,12,12,12,13,13,14,14,15,15
LSHTM,22,9,2020,10,10,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,12,All,9,9,9,9,10,10,11,11,12,12,12,13,13,14,14,15,15,16,16
LSHTM,22,9,2020,11,10,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,14,All,10,11,11,11,12,12,13,13,14,14,15,15,16,17,17,18,19,19,20
LSHTM,22,9,2020,12,10,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,11,All,8,8,9,9,9,10,10,10,11,11,12,12,13,13,14,14,15,15,16
LSHTM,22,9,2020,13,10,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,16,All,12,12,13,13,13,14,14,15,16,16,17,18,19,19,20,21,22,23,24
LSHTM,22,9,2020,14,10,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,17,All,12,12,13,13,14,14,15,15,16,17,17,18,19,20,20,22,23,24,25
LSHTM,22,9,2020,15,10,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,20,All,14,14,15,15,16,17,18,18,20,20,22,22,23,24,25,26,28,29,31
LSHTM,22,9,2020,16,10,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,15,All,10,10,11,11,12,12,13,13,14,15,15,16,17,18,18,19,19,21,21
LSHTM,22,9,2020,17,10,2020,East of England,hospital_inc,EpiSoon,Cases,2.0,15,All,10,11,11,12,12,13,13,14,15,15,15,16,17,18,18,19,20,21,22
