Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,18,4,2023,18,4,2023,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,416,All,322.95,341,353,364,374,382,392,398,407.55,416,424,431.4,440,451,464,476,487,504,537.05
LSHTM,18,4,2023,19,4,2023,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,401,All,302,319,332,345.8,357,364,373,383,392,401,411,420,428,440,451.25,464,480.15,499.1,532.05
LSHTM,18,4,2023,20,4,2023,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,386,All,280,302.9,317,329,340,350,358,365.6,377,386,396,406,418,429,441,455,473.15,495.1,532
LSHTM,18,4,2023,21,4,2023,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,368,All,254,275,291.85,305,315,326,336,345,356,368,377,386,396,409,421.25,435,449,471.2,510.05
LSHTM,18,4,2023,22,4,2023,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,340,All,228.95,254,270.85,283,294,304,314,321.6,329,340,352,362.4,376.35,392,403,419.2,438,463,495.1
LSHTM,18,4,2023,23,4,2023,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,332,All,217.95,236,251.85,266,278,290,300,309,319.55,332,343,352,366,380,391,408.2,431,453.1,492.05
LSHTM,18,4,2023,24,4,2023,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,322,All,199.9,223.9,240,255,267,278,289,297,308,322,334,344,356,369.3,385,403,426.15,450,491
LSHTM,18,4,2023,25,4,2023,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,310.5,All,182.95,208,223,239,251,265.7,277,288,300,310.5,323,335,349,363,378,394,414.15,444,478.1
LSHTM,18,4,2023,26,4,2023,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,299,All,167.95,189,208.85,226.8,242,252,262,276,287,299,310,321.4,335,350.3,367,384,407.15,432.1,475.1
LSHTM,18,4,2023,27,4,2023,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,285,All,153.9,175.9,197,210.8,223,236,248,261.6,272,285,298,309.8,325,341,358,378.2,397.3,427,463.05
LSHTM,18,4,2023,28,4,2023,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,266,All,133,157.9,177,192.8,205,218,228,241.6,254,266,276,289,305.35,322,338.25,356,377,407,450.1
LSHTM,18,4,2023,29,4,2023,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,249,All,117.95,142.9,158,174.8,188,202,217,226.6,237.55,249,259.45,273,286,302,319,340.2,365.15,391.1,443
LSHTM,18,4,2023,30,4,2023,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,237,All,105,130,148,165,176,188,200.65,213,226,237,248,262,278.35,292.3,307,323.2,347.15,376,428
LSHTM,18,4,2023,1,5,2023,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,229,All,93.95,119.9,137,154,169.75,183,191,205,217,229,240,256,270,287.3,303.25,323,345,369,428.1
