Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,5,1,2021,5,1,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,3539,All,3078,3174.9,3243.7,3293.8,3343.75,3378.7,3422,3461.6,3505,3539,3575,3619,3662.35,3702,3745.5,3803.2,3867.15,3941.5,4097.3
LSHTM,5,1,2021,6,1,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,3704,All,3208.8,3314.7,3382,3446,3496.5,3549.7,3589,3624,3667.55,3704,3748.45,3793,3837.35,3891.5,3951.75,4010.8,4096.3,4192.1,4367.2
LSHTM,5,1,2021,7,1,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,3876.5,All,3250.95,3376.8,3476.85,3540,3621.5,3675.7,3733.3,3783.2,3833,3876.5,3927.45,3975,4038.7,4092.3,4154.5,4231,4320.3,4412.2,4564.3
LSHTM,5,1,2021,8,1,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,3939,All,3260.95,3405.8,3504.85,3586.4,3643.75,3714.7,3778,3827,3878,3939,4002,4071.4,4126.35,4202,4279,4365,4456,4580.3,4758.1
LSHTM,5,1,2021,9,1,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,4036.5,All,3284.85,3462,3571,3666.6,3726,3778.4,3838.3,3909.6,3977,4036.5,4099.9,4158,4239,4325.3,4423,4522.4,4647.45,4771.9,5025.25
LSHTM,5,1,2021,10,1,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,4223,All,3366.9,3529.9,3621.25,3753.6,3847.75,3940.5,4007.6,4074.6,4157,4223,4278,4339,4414.1,4492.2,4589.75,4716,4849.15,5006.8,5336.1
LSHTM,5,1,2021,11,1,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,4377,All,3436.8,3601.1,3743.85,3862.8,3954.75,4026.7,4109.65,4204.2,4289.65,4377,4469.9,4550.8,4647.4,4750.3,4862.25,4995.8,5124.15,5317.1,5651.3
LSHTM,5,1,2021,12,1,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,4599,All,3527.55,3726.7,3844.85,3975.2,4074,4172,4279.3,4394.6,4500.95,4599,4704.45,4790,4878.05,4975.5,5072.5,5209.4,5362.75,5592.7,5985.35
LSHTM,5,1,2021,13,1,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,4731.5,All,3581.8,3763.9,3962.95,4097.6,4208,4328.4,4425.65,4529.6,4622,4731.5,4838,4955.4,5061,5183.9,5321.25,5480.6,5672,5945.8,6358.8
LSHTM,5,1,2021,14,1,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,4851,All,3610.85,3814,3977.55,4145,4284,4394.5,4520.95,4644.6,4745,4851,4963,5079.8,5212.35,5342.4,5497,5693,5901.15,6125.1,6624.15
LSHTM,5,1,2021,15,1,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,4908.5,All,3551.8,3858,4064.65,4200.4,4305.75,4406.2,4511.65,4630.2,4788.55,4908.5,5023.35,5159,5301.05,5468,5620.5,5796.6,6004.15,6327.8,6788.1
LSHTM,5,1,2021,16,1,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,4956.5,All,3567.45,3816.9,4044.7,4189.4,4330.5,4462.6,4597.55,4692.6,4817,4956.5,5078.8,5223.4,5350.1,5531.6,5710,5973.2,6200.6,6533,7036.05
LSHTM,5,1,2021,17,1,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,5124.5,All,3608.75,3861,4077.7,4270,4420.5,4605,4741.6,4858.6,4980.8,5124.5,5244.25,5402.8,5567,5755.6,5934,6142.8,6435.15,6782.3,7434.05
LSHTM,5,1,2021,18,1,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,5250,All,3621.55,3906.6,4126.75,4313.6,4480,4624.1,4795,4929.6,5091.1,5250,5417.45,5598.2,5789.1,5955.9,6095.5,6352,6649.3,7081.6,7670.1
LSHTM,5,1,2021,19,1,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,5389.5,All,3671.65,3956,4165.4,4397.2,4576.75,4761.6,4934,5092.6,5241,5389.5,5553.9,5759.4,5939.7,6154.3,6391.5,6630.2,6941,7453.7,8024.05
