Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,5,4,2021,5,4,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,192,All,149,158.9,164,169,172,176,180,184,188,192,195,198,202,205,209,213,220,225.1,235
LSHTM,5,4,2021,6,4,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,183,All,136,145,151,159,163,168,171,175,179,183,187,191,195,199,202.25,208,214,222.1,236
LSHTM,5,4,2021,7,4,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,172,All,126.95,135,141.85,147.8,153,157,161,164,168,172,175,180,184,187,192,200,207,214,228
LSHTM,5,4,2021,8,4,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,166,All,114,124,132,138,144,148,153,158,161,166,169,172,177,183,189,195.2,202,209,224
LSHTM,5,4,2021,9,4,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,157,All,102,115,122,129,135,140,144,148,153,157,161,166.4,171,176,180.25,188,195,203,216
LSHTM,5,4,2021,10,4,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,150,All,91,105,112,118.8,125,130,135,140,145.55,150,154,159,164,170,176,180.2,189,199,211.05
LSHTM,5,4,2021,11,4,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,142,All,81,93,102,111,116,123,129,133,137,142,147,152,156,161,167,173,182.15,192,208.05
LSHTM,5,4,2021,12,4,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,135,All,74,85.9,94.85,102,109,115,120,124,130,135,142,147,152,159,164,171,180,190.1,205
LSHTM,5,4,2021,13,4,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,131,All,62.95,79,88,95,101,107,114,119,124,131,135,141,148,154,159,166,174,184.1,196.05
LSHTM,5,4,2021,14,4,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,124,All,53.95,71.9,79,88,95,101,107,112,118,124,131,136,142,147,155,162,171.15,179.1,192.05
LSHTM,5,4,2021,15,4,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,119,All,46,64,74,81,89,96,102.65,108,114,119,123.45,131,137,145,151,159,167.15,177,194.05
LSHTM,5,4,2021,16,4,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,112.5,All,38.9,56.8,65,72,81,88,95,102,107,112.5,119.45,127,133,138.3,146,153.2,162,174,188
