Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,5,10,2021,5,10,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,327,All,287,296,302,306,310,314,317,320,324,327,331,334,337,341,345,349,355,362,370.05
LSHTM,5,10,2021,6,10,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,318,All,273.95,284.9,290,295,298,302,306,310,314,318,321,324,328,332,337,344,350,357,370
LSHTM,5,10,2021,7,10,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,315,All,266,275,282,289,294,299,303,307,310,315,319,322,326,332,338,343,350,360,372
LSHTM,5,10,2021,8,10,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,304,All,249,261,269,276,283,287,291,294,299,304,307.45,311.4,317.35,323,329,336,344,356,371
LSHTM,5,10,2021,9,10,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,297,All,237,250,258,266,272,277,281,287,292,297,302,307,311,318,323,330,337.15,348,367.1
LSHTM,5,10,2021,10,10,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,290,All,230,242,251,257,264,270,275,280,285,290,295.45,301,306,312,321.25,330,341,353.1,373
LSHTM,5,10,2021,11,10,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,289,All,216,229,242,251,258,263,271.65,277.6,283,289,295,301,307,315,323,330,340.15,353.1,374.05
LSHTM,5,10,2021,12,10,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,282,All,211.95,226,235,242.8,250,258,265,271,277,282,288,295,301,309,318,326,338,354,382.05
LSHTM,5,10,2021,13,10,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,276,All,201.95,215,226,235,242,249,257,263,269,276,283,289,297,305,314.25,324,336,357.1,384.05
LSHTM,5,10,2021,14,10,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,274,All,190,210,219,229,238.75,246,253,259.6,267,274,280,287,293,304,312,321.2,336.15,352,393
LSHTM,5,10,2021,15,10,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,267,All,180,203.9,213,221,229.75,237,246,253,260,267,275,282,290,297.3,306.25,318,331.15,349,393
LSHTM,5,10,2021,16,10,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,261.5,All,171,191,204,214,222.75,229.7,238.65,246,253.55,261.5,269,277,285,294.3,304,315,330.3,352.1,386.05
LSHTM,5,10,2021,17,10,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,256,All,162.95,184,195,207,216,225,234,241,248,256,265,273,283,294,305,315,330,354,394.25
LSHTM,5,10,2021,18,10,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,254,All,159.95,178,190,202,213,220,229,237,245,254,264,272,280,289,302,316,333,361.1,407.1
LSHTM,5,10,2021,19,10,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,248,All,152.9,171,185,196,206,216,227,234.6,241,248,258,268,277,287.3,300,316.2,336,362,417.15
LSHTM,5,10,2021,5,10,2021,London,hospital_prev,EpiNow,MTP,Cases,2.0,822,All,739.95,756,769,780.8,788,796,804,810,816,822,832,839,846,855,863,873,886,903.1,938.05
LSHTM,5,10,2021,6,10,2021,London,hospital_prev,EpiNow,MTP,Cases,2.0,809,All,722.95,738,750,762,771.75,781,789,795,802,809,818,824,833,840,852.25,864.2,884,911,946.05
LSHTM,5,10,2021,7,10,2021,London,hospital_prev,EpiNow,MTP,Cases,2.0,804,All,700.95,722,736,748,758,767.7,777,787,796,804,812.45,822.4,836,846.3,858,874,897,929.1,977.1
LSHTM,5,10,2021,8,10,2021,London,hospital_prev,EpiNow,MTP,Cases,2.0,794,All,676,702,720,734,745,755.7,764,775,786,794,805,814,825.35,840,854,871.2,892,926.3,984.2
LSHTM,5,10,2021,9,10,2021,London,hospital_prev,EpiNow,MTP,Cases,2.0,783,All,662,683,703,714,727,739,751,761,773,783,794,806,821.35,833.3,853,876,905,940,1006.05
LSHTM,5,10,2021,10,10,2021,London,hospital_prev,EpiNow,MTP,Cases,2.0,774.5,All,647.9,666,684,699,715,727,737,751,764,774.5,787,800.4,813,831,856.25,880.2,909,953.2,1054.35
LSHTM,5,10,2021,11,10,2021,London,hospital_prev,EpiNow,MTP,Cases,2.0,771,All,636,661,678,697,709,720,733.65,747,758,771,783,795,814,833.6,859.25,893,934.15,991.1,1093.1
LSHTM,5,10,2021,12,10,2021,London,hospital_prev,EpiNow,MTP,Cases,2.0,761,All,621.95,644,664,681,694,709.7,723,737.6,748,761,773,791,808.35,833,858.25,904,950.15,1000.1,1133.15
LSHTM,5,10,2021,13,10,2021,London,hospital_prev,EpiNow,MTP,Cases,2.0,757,All,603.95,631,651,668.8,683.75,698.4,718,731,746,757,772,786,802.7,824,856.25,897.4,954.15,1034.4,1165.15
LSHTM,5,10,2021,14,10,2021,London,hospital_prev,EpiNow,MTP,Cases,2.0,755,All,581.9,617.9,638,656,672,686,706.65,722,741,755,767.45,780,800,836,867,909.2,966.3,1075.3,1207.35
LSHTM,5,10,2021,15,10,2021,London,hospital_prev,EpiNow,MTP,Cases,2.0,748.5,All,574,608.8,631,649.8,666.75,686,700,715.6,730,748.5,767,784.4,804.35,831.3,869,925,979.9,1073.2,1309.05
LSHTM,5,10,2021,16,10,2021,London,hospital_prev,EpiNow,MTP,Cases,2.0,740,All,563.95,596,621.85,637.8,652.75,675,691,707.6,722,740,760,780,806.35,835.3,872.25,927,997.75,1131.2,1344.45
LSHTM,5,10,2021,17,10,2021,London,hospital_prev,EpiNow,MTP,Cases,2.0,725,All,549,581.9,601,622,646.75,664.7,678.65,693,709.55,725,748.45,769.4,806,844.3,888,937,999.6,1156.1,1435.2
LSHTM,5,10,2021,18,10,2021,London,hospital_prev,EpiNow,MTP,Cases,2.0,732,All,543,573,597,619.8,639,661,680,696,712.55,732,755,782,806.35,849.6,894.25,953.6,1044.45,1205.1,1544.6
LSHTM,5,10,2021,19,10,2021,London,hospital_prev,EpiNow,MTP,Cases,2.0,722,All,530.9,560,592,612,631,647.7,666,683.6,703,722,740,766,796.7,841,896.25,949.2,1049.3,1225.3,1594.3
LSHTM,5,10,2021,5,10,2021,Midlands,hospital_prev,EpiNow,MTP,Cases,2.0,869.5,All,791.95,808,821,828,837,843,851,857,863,869.5,875,882,890,898,907,914.2,926,943.1,968.05
LSHTM,5,10,2021,6,10,2021,Midlands,hospital_prev,EpiNow,MTP,Cases,2.0,889,All,798.95,815,827,837,848,858,865,874,881,889,897,905.4,914,925,935,948,966.15,985,1014.15
LSHTM,5,10,2021,7,10,2021,Midlands,hospital_prev,EpiNow,MTP,Cases,2.0,895.5,All,784,808.9,825,835,848,858,865.65,876,884.55,895.5,905,918,930,942,956,975.2,997,1023,1069
LSHTM,5,10,2021,8,10,2021,Midlands,hospital_prev,EpiNow,MTP,Cases,2.0,897,All,768,793.9,813.85,827.8,841,851,866,875,886.55,897,911,927,939,955.3,974.25,997.2,1024.45,1057.1,1096.1
LSHTM,5,10,2021,9,10,2021,Midlands,hospital_prev,EpiNow,MTP,Cases,2.0,898,All,751.95,782,798.85,815,828.75,843,855.65,870.6,883,898,908.45,921,937.35,960,982,1011.2,1042.15,1070,1131.05
LSHTM,5,10,2021,10,10,2021,Midlands,hospital_prev,EpiNow,MTP,Cases,2.0,895.5,All,743,768.9,785.85,802.6,820,838,856.65,869.6,881,895.5,915,935,958,980.3,1006,1039,1065,1115.1,1196.05
LSHTM,5,10,2021,11,10,2021,Midlands,hospital_prev,EpiNow,MTP,Cases,2.0,911,All,726.95,762,787,805.8,824.75,840,861,879,895.55,911,931.45,956,985.35,1013.3,1044.25,1081.4,1128,1177.2,1260.15
LSHTM,5,10,2021,12,10,2021,Midlands,hospital_prev,EpiNow,MTP,Cases,2.0,924.5,All,724,763,789,808,827.75,844,870.65,886.6,907,924.5,950.45,985,1013.35,1044,1082.25,1123.8,1180,1262,1352.05
LSHTM,5,10,2021,13,10,2021,Midlands,hospital_prev,EpiNow,MTP,Cases,2.0,953,All,722.95,764.8,791,818,839,860,886.65,912,934.55,953,982.45,1016.4,1060.35,1098.3,1135.25,1201.2,1261,1349.2,1470
LSHTM,5,10,2021,14,10,2021,Midlands,hospital_prev,EpiNow,MTP,Cases,2.0,969,All,715.95,754.9,793,819,847,868,889.65,916,937,969,1004.45,1040.4,1078.75,1128.3,1176.25,1255,1329.35,1418.2,1563.1
LSHTM,5,10,2021,15,10,2021,Midlands,hospital_prev,EpiNow,MTP,Cases,2.0,973,All,691.95,743,778.85,812.8,837.75,865,893,919.6,944.55,973,1020.45,1058.8,1095,1158.3,1219.25,1289.4,1381.15,1495.2,1678.55
LSHTM,5,10,2021,16,10,2021,Midlands,hospital_prev,EpiNow,MTP,Cases,2.0,977,All,676.95,720,758,795.8,822.5,858.7,886,913.2,942,977,1016,1059.8,1118.35,1166.3,1241.25,1319.8,1417.15,1531.3,1770.2
LSHTM,5,10,2021,17,10,2021,Midlands,hospital_prev,EpiNow,MTP,Cases,2.0,983.5,All,667,718.9,761.85,795,829.75,855.7,883.65,921.6,948,983.5,1028.45,1082,1136,1192.3,1259.75,1372.4,1485,1635.2,1878.25
LSHTM,5,10,2021,18,10,2021,Midlands,hospital_prev,EpiNow,MTP,Cases,2.0,1002,All,654.95,707.9,747,787.8,827,858,891,928,967,1002,1047.45,1105,1168,1233.6,1333.75,1451,1563.15,1750.5,2065.05
