Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,16,11,2021,16,11,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,669,All,608,619,630,638,644,650,655,661,665,669,674,680,685,691,698,706,713,723.1,737
LSHTM,16,11,2021,17,11,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,661,All,583,600,613,622,630,636,643,651,655.55,661,666,673,678,683.3,691.25,699,707,717,731.05
LSHTM,16,11,2021,18,11,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,651,All,567.9,585.9,601,612,618,627.7,634,639,645,651,657,663,670,678,685,692,702,712,728
LSHTM,16,11,2021,19,11,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,631,All,539.95,560,574,587,597,604.7,612,618,626,631,638,644,651,658,665.25,675,685,700,720
LSHTM,16,11,2021,20,11,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,617,All,513,537,555,566.8,579,588,595.65,605,610,617,626.45,634.4,641,648,658,666.2,678,696,719.05
LSHTM,16,11,2021,21,11,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,606.5,All,483,517.9,538.85,552,562,573,582,590,598,606.5,615,623,631,641,650,661.2,677.15,693.2,719
LSHTM,16,11,2021,22,11,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,600,All,470,504,524,537,553,563,573,583,590.55,600,610,617,625,636,647,662,679,697.1,722.1
LSHTM,16,11,2021,23,11,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,589,All,449.85,483,503.85,522,536,547,559,570.6,579.55,589,601,611,622.35,632,646,657.2,672.15,689.1,728.1
LSHTM,16,11,2021,24,11,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,576,All,432.95,463,487,502.8,516,529,542.65,554,567,576,589,598,609,621,634,648.4,669,694,726.05
LSHTM,16,11,2021,25,11,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,569,All,410,444.9,470,489.8,508,520,533,544.6,556,569,576,587,600,614,626,645,663.15,683.1,721
LSHTM,16,11,2021,26,11,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,550.5,All,382.95,425.9,445,462,477,496,511.65,524,537,550.5,563,573,586.35,600,612,626.2,646.3,674,712.05
LSHTM,16,11,2021,27,11,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,536,All,355,393.8,427,448,465,482,496,509,520,536,549.45,560,574.35,588.3,602,618.2,639.15,673,710.1
LSHTM,16,11,2021,28,11,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,526.5,All,338.8,378.9,411,432.8,450,469,485,498,509,526.5,541,554.4,568,582,596,612.2,634.15,665.2,723.1
LSHTM,16,11,2021,29,11,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,521.5,All,320.9,363.8,401.85,422,442,458,477,490.6,507,521.5,535,550,561.35,574,593,614.2,635.15,665.1,731
LSHTM,16,11,2021,30,11,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,507,All,302.95,352.9,380.85,405.8,425.75,445,462.65,478,493,507,527,540.4,557,571,589.25,611,632.15,668,732
LSHTM,16,11,2021,1,12,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,502,All,276.95,326.9,359.85,386,410,428,449,473.2,487,502,518,532.4,549,561,582,607,628,660.1,737.05
LSHTM,16,11,2021,2,12,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,494,All,259.95,308,346.7,377,404.75,422,439,455.6,477,494,510,525,540.35,556,576.25,596,625,661.2,725.05
LSHTM,16,11,2021,3,12,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,472,All,239.85,292,325,357.8,384.75,400,420.65,435.6,454.55,472,488,508,530,545.6,559.25,580,612,649.1,723
LSHTM,16,11,2021,4,12,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,462,All,223.95,270.8,311.85,346,369.75,392,407,426,444,462,485,498.4,515.35,537.3,555.25,578,600,647.1,708.2
LSHTM,16,11,2021,5,12,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,452,All,195.3,257.8,293,328,357.75,376,395.65,413.6,431,452,471,490,509,524.3,546,568,599,646,713.15
LSHTM,16,11,2021,6,12,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,446.5,All,184.95,236.9,282.7,321.6,348,370,389,408,424,446.5,465.45,485,507,523,543.25,573,605.15,638,717.05
LSHTM,16,11,2021,7,12,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,438.5,All,169.75,221,268.85,304,337.75,359,376,397,419.55,438.5,459,482,501,517,539.25,561,597,641.2,713.1
LSHTM,16,11,2021,8,12,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,429.5,All,144.95,214,253.4,290.6,317.75,345,368.65,389,410,429.5,445.9,468.4,488,509.3,531.25,555,590.15,638,712.05
LSHTM,16,11,2021,9,12,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,418,All,136.85,196.9,235,282,311,331.7,356,378,400,418,438,463.4,483,504.3,525.25,552.2,583.3,639.1,729.1
LSHTM,16,11,2021,10,12,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,397,All,116.9,176.9,219.7,261.6,292,318.7,343,363.6,379,397,424.45,444.4,469.35,493.3,514,541.2,572.15,634.1,706.1
LSHTM,16,11,2021,11,12,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,390.5,All,101,166,206.85,247,287.75,311,330,353,374.1,390.5,411,438.4,462.35,485.3,507,534.2,567.15,615,703.15
LSHTM,16,11,2021,12,12,2021,East of England,hospital_prev,EpiNow,MTP,Cases,2.0,390,All,87,148,190.85,240.6,274,299.7,321.65,344,365,390,410.45,431.4,455.35,474.3,503,529,563.15,612,714
