Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,25,5,2021,25,5,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,7,All,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
LSHTM,25,5,2021,26,5,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,15,All,2,3,4,6,7,9,10,12,13,15,17,20,22,25,28,32,39,47,59.05
LSHTM,25,5,2021,27,5,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,7,All,0,1,2,2,3,4,5,5,6,7,8,9,11,12,14,16,20,25,35.05
LSHTM,25,5,2021,28,5,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,9,All,1,1,2,3,4,5,6,7,8,9,11,12,14,16,18.25,21,26,32.1,44
LSHTM,25,5,2021,29,5,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,14,All,1,3,4,5,6,8,9,11,12,14,16,18,20,23,26,31,36,42,57.05
LSHTM,25,5,2021,30,5,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,5,All,0,1,1,1,2,2,3,4,4,5,6,7,8,9,11,13,16,20,25.05
LSHTM,25,5,2021,31,5,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,11,All,1,2,3,4,5,6,7,8,9,11,12,14,16,18,20,24,27.15,35,48.05
LSHTM,25,5,2021,1,6,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,12,All,1,2,3.84999999999999,5,6,7,8,10,11,12,14,16,18,20,23,27,32,38,52
LSHTM,25,5,2021,2,6,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,29,All,3,5,8,10,13,16,19.65,22.6,26,29,33,37,42,47,54,63,74,91,117.05
LSHTM,25,5,2021,3,6,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,11,All,1,2,3,4,5,6,7,8,10,11,13,15,18,21,24,28,34,43,57.0999999999999
LSHTM,25,5,2021,4,6,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,15,All,1,3,5,6,7,9,10,12,13,15,17,19,22,26,29,35.2000000000001,43,54,78
LSHTM,25,5,2021,5,6,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,21,All,2,4,5,7,9,11,14,16,19,21,24,27,31,35,39.25,46,53,67,90
LSHTM,25,5,2021,6,6,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,8,All,0,1,2,2,3,4,5,6,7,8,9,11,13,14,16,19,23,29,43
LSHTM,25,5,2021,7,6,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,16,All,2,3,5,6,8,9,11,13,14,16,18,21,24,27,31,38,45,58,78.05
LSHTM,25,5,2021,8,6,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,16,All,2,3.90000000000001,5,7,8,9.69999999999999,11,13,14,16,18,21,24,28,32.25,38,45,53,78.05
LSHTM,25,5,2021,25,5,2021,London,hospital_inc,EpiNow,MTP,Cases,2.0,12,All,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
LSHTM,25,5,2021,26,5,2021,London,hospital_inc,EpiNow,MTP,Cases,2.0,17,All,5,7,8,9,11,12,13,14,16,17,18,19,20,22,24,25,28,32,38
LSHTM,25,5,2021,27,5,2021,London,hospital_inc,EpiNow,MTP,Cases,2.0,30,All,10,13,16,18.8,21,23,25,27,28.55,30,33,35,37,40,43,47,51,57,67
LSHTM,25,5,2021,28,5,2021,London,hospital_inc,EpiNow,MTP,Cases,2.0,20,All,6,8,10,12,14,15,16,18,19,20,22,23,25,27,30,33,37,42.1,52.05
LSHTM,25,5,2021,29,5,2021,London,hospital_inc,EpiNow,MTP,Cases,2.0,23,All,7,10,12,14,15,16.7,18,19,21,23,24,26,28,30,33,36,40,47,55.05
LSHTM,25,5,2021,30,5,2021,London,hospital_inc,EpiNow,MTP,Cases,2.0,25,All,8,11,13,15,17,18,20,21,23,25,26.4500000000001,29,31,33,36,40,44,50,62
