Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,24,1,2023,24,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,35,All,18,21,24,26,28,29,31,33,34,35,37,39,41,43,46,49,52,57,64
LSHTM,24,1,2023,25,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,36,All,17,21,24,26,27,29,31,32,34,36,37,39,41,43,46,49,53,57,64
LSHTM,24,1,2023,26,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,33,All,17,20,21,23,25,26,28,29,31,33,34,36,38,40,42,44,47,52,58
LSHTM,24,1,2023,27,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,26,All,12,14,16,18,19,20,22,23,24,26,27,29,30,32,34,36,39,43,52.05
LSHTM,24,1,2023,28,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,21,All,9,11,13,14,16,17,18,19,20,21,22,24,26,27,28,30,33,38,43
LSHTM,24,1,2023,29,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,31,All,13,17,19,21,23,25,26,28,29,31,33,34,36,39,42,46,50,56,67
LSHTM,24,1,2023,30,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,25,All,11,14,15,17,18,19,21,22,24,25,26,27,29,31,33,36,39.15,44.1,54.05
LSHTM,24,1,2023,31,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,23,All,10,12,14,16,17,18,19,20,22,23,25,27,28,30,33,35,39,45.1,59
LSHTM,24,1,2023,1,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,24,All,11,13,14,16,17,18,19,21,22,24,25,27,29,32,34,38,43,51,64
LSHTM,24,1,2023,2,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,21,All,9,11,12,14,15,16,18,19,20,21,23,25,27,29,31.25,34,39,46,62.05
LSHTM,24,1,2023,3,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,17,All,6,8,9,10,12,13,14,15,16,17,19,21,22,24,26,30,33.15,40,57
LSHTM,24,1,2023,4,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,14,All,5,6,7,8,9,10,11,12,13,14,15,16,18,19,21.25,24,29,37,54.05
