Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,17,1,2023,17,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,57,All,30,35,39,42,45,48,50,53,55,57,60,62,65,69,71,76,81,90,99
LSHTM,17,1,2023,18,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,55,All,28,33,36,40,43,46,48,50,52,55,57,59,62,65,68,73,77,84.1,98
LSHTM,17,1,2023,19,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,56,All,30,34.9,39,42,44.75,48,50,53,54,56,59,62,65,67,71,76,80,87,98
LSHTM,17,1,2023,20,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,30,All,14.95,17,19,21,22,24,25,27,28,30,31,33,34,36,38,41,44,47.1,54
LSHTM,17,1,2023,21,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,25,All,12,14,16,18,19,20,21,23,24,25,26,28,29,31,33,35,37,40,45
LSHTM,17,1,2023,22,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,32,All,15,18.9,21,22,24,26,27,29,30,32,34,35,37,39,41,44,48,52,61
LSHTM,17,1,2023,23,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,27,All,14,16.9,18,20,22,23,24,25,26,27,28,30,31,33,35,37,40,43,48
LSHTM,17,1,2023,24,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,27,All,13,16,17,19,20,22,23,24,26,27,29,30,32,33,35,38,41,44,52
LSHTM,17,1,2023,25,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,26,All,12,15,17,19,20,21,22,24,25,26,27,29,30,32,34,36,39,42.1,49
LSHTM,17,1,2023,26,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,26,All,13,15,17,18.8,20,21,22,23,24,26,27,29,31,32,34,36.2,39,43,48
LSHTM,17,1,2023,27,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,13,All,5,6,8,9,10,10,11,12,12,13,14,15,15,17,17,19,20,22,26
LSHTM,17,1,2023,28,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,11,All,4,5,6,7,8,8,9,10,10,11,12,12,13,14,15,16,18,19,24
LSHTM,17,1,2023,29,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,13,All,5,7,8,9,9,10,11,12,12,13,14,15,16,17,19,20,21,24,28
LSHTM,17,1,2023,30,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,11,All,4,6,7,7,8,9,9,10,11,11,12,13,14,15,16,17,19,21,24
LSHTM,17,1,2023,31,1,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,11,All,4,5,6,7,8,8,9,10,11,11,12,13,14,15,15,16,18,20,24
LSHTM,17,1,2023,1,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,10,All,3,5,5,6,7,8,9,9,10,10,11,12,13,14,15,16,18,20,23
LSHTM,17,1,2023,2,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,10,All,3,5,5,6,7,7,8,9,9,10,11,11.4,12,13,15,16,18,20,23
LSHTM,17,1,2023,3,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,5,All,1,2,2,2,3,3,4,4,5,5,5,6,6,7,7,8,9,11,13
LSHTM,17,1,2023,4,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,4,All,1,1,2,2,2,3,3,3,4,4,4,5,5,6,6,7,8,9,11
LSHTM,17,1,2023,5,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,5,All,1,2,2,3,3,3,4,4,5,5,6,6,7,7,8,9,10,11,13
LSHTM,17,1,2023,6,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,4,All,1,1,2,2,3,3,3,4,4,4,4,5,5,6,7,7,8,9,12
LSHTM,17,1,2023,7,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,4,All,0,1,1,2,2,3,3,3,4,4,4,5,5,6,7,7,8,9,12
LSHTM,17,1,2023,8,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,4,All,0,1,1,2,2,2,3,3,3,4,4,4,5,5,6,7,8,10,12
LSHTM,17,1,2023,9,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,4,All,0,1,1,2,2,2,3,3,3,4,4,4,5,6,6,7,8,9,11
LSHTM,17,1,2023,10,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,2,All,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,4,4,5,6
LSHTM,17,1,2023,11,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,1,All,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,3,4,4,6
LSHTM,17,1,2023,12,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,2,All,0,0,0,0,1,1,1,1,1,2,2,2,3,3,3,4,4.14999999999998,5,7
LSHTM,17,1,2023,13,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,1,All,0,0,0,0,0,1,1,1,1,1,2,2,2,3,3,3,4,5,7
LSHTM,17,1,2023,14,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,1,All,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,3,4,5,6
LSHTM,17,1,2023,15,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,1,All,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,3,4,4.10000000000002,6
LSHTM,17,1,2023,16,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,1,All,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,4,4,7
LSHTM,17,1,2023,17,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,0,All,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3
LSHTM,17,1,2023,18,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,0,All,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3
LSHTM,17,1,2023,19,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,1,All,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,4
LSHTM,17,1,2023,20,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,0,All,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.20000000000005,2,2,4
LSHTM,17,1,2023,21,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,0,All,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3
LSHTM,17,1,2023,22,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,0,All,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3.04999999999995
LSHTM,17,1,2023,23,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,0,All,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3
LSHTM,17,1,2023,24,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,0,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
LSHTM,17,1,2023,25,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,0,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
LSHTM,17,1,2023,26,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,0,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
LSHTM,17,1,2023,27,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,0,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
LSHTM,17,1,2023,28,2,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,0,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
LSHTM,17,1,2023,1,3,2023,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,0,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
