Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,15,3,2022,15,3,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,69,All,32,38,43,47,50,54,57,61,65,69,72,76,81,86,92,98,105,113.1,127
LSHTM,15,3,2022,16,3,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,82,All,38,46,52.85,57,62,66,69,74,77,82,87,91,96,103,108,116,126,138,159
LSHTM,15,3,2022,17,3,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,75,All,37,44,48,53,57,61,65,69,72,75,80,83.4,89,94,101,107,119,130.1,148.1
LSHTM,15,3,2022,18,3,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,63,All,30.95,37,42,44.8,47,50,54,57,60,63,66,70,73,76,81.25,87,94,101,114
LSHTM,15,3,2022,19,3,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,61,All,30,34,38,42,44,49,52,54,58,61,64,68,71,74,79,85,91,99,113
LSHTM,15,3,2022,20,3,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,62,All,29,35,38,43,46,49,53,56,59,62,65,69,72,76,81,87,94,102.1,115
LSHTM,15,3,2022,21,3,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,57,All,25,31,36,39.8,42,45,47,50,53,57,59,63,66,71.3,75,79,86,95,109
LSHTM,15,3,2022,22,3,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,57,All,26,32,35,39,43,46,48,51,54,57,60,63,66.35,71,75,80,86,93,111
LSHTM,15,3,2022,23,3,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,58,All,28,34,37,41,44,47,49,53,55,58,62,65,69,73,76.25,80,88,97,110
LSHTM,15,3,2022,24,3,2022,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,52,All,25,29,32,36,38,41,44,46,49,52,55,58,61,65,68,73,78,85.1,97.05
