Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,20,7,2021,20,7,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,52,All,24.95,29,33,36,38,41,44,47,49,52,55,58,61,64,68,72,78,86,103.05
LSHTM,20,7,2021,21,7,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,53,All,23,28,32,36,39,42,45,48,50,53,55,58,61,64,67,72,77,84,98
LSHTM,20,7,2021,22,7,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,82,All,36.95,46,52,56,61,67,72,76,79,82,86,91,98,104,111,121,133,148,166
LSHTM,20,7,2021,23,7,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,71,All,30,38,44,48,53,57,60,64,67,71,74.4500000000001,79,82,88,93,100,108.15,118,135.1
LSHTM,20,7,2021,24,7,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,66,All,27,33,38,43,46,50,54,58,61,66,69,73,79,82.3,87,95,103,118,144.1
LSHTM,20,7,2021,25,7,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,74,All,32,39,45,49,53,58,63,66,70,74,78,81.4,85,91,96,102,113,125,149.05
LSHTM,20,7,2021,26,7,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,107.5,All,49,59.9,68,75.8,80.75,87,92,97,103,107.5,113,118,126,134,143,155.2,168.3,190.1,224.05
LSHTM,20,7,2021,27,7,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,109,All,49,60.9,68,76.8,82.75,89,94,99,104,109,113,119,125,133,140,148,158.15,175,210.2
LSHTM,20,7,2021,28,7,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,102,All,44,59,68,73.8,78,83,87,91,96,102,106,110,115,123,130,137.2,146,165,202.05
LSHTM,20,7,2021,29,7,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,161,All,76,93,104.85,113,122,130,139,146,153,161,168,180,189,198,212.25,227,245,274,332.1
LSHTM,20,7,2021,30,7,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,133,All,58,76,85.85,93,99,106,112,119,126,133,140.45,147,153.35,163,171.25,184,198,224,263.15
LSHTM,20,7,2021,31,7,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,118,All,53,66,75,82,88,94.7,100,107,112,118,125,132,139,147,156,167,182.15,203.2,243
LSHTM,20,7,2021,1,8,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2.0,132,All,58.95,73,85,92,99,105,113,119.6,127,132,140,147,154,164,173,183.2,199,215,250.05
