Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,10,10,2023,10,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.999430527457256,0.882406696801117,0.906718725974047,0.921784821828943,0.934209727275849,0.947631352871076,0.957862469108123,0.968467344624883,0.978772722840717,0.989703500627228,0.999430527457256,1.00841084768058,1.01700176906377,1.02732505774182,1.03843844863441,1.05181103939902,1.06561490111074,1.0807572204811,1.09816435461383,1.12553743743556
LSHTM,10,10,2023,11,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.00890942687685,0.910474574795416,0.928885387727646,0.943666816953173,0.954881891160078,0.964967688307912,0.974430006143709,0.984048254871392,0.993221668410489,1.00182063839831,1.00890942687685,1.017903707604,1.02652903258954,1.03620340667942,1.04564249021628,1.05670266299555,1.0695747895546,1.08210885997089,1.0988474489674,1.12200753934452
LSHTM,10,10,2023,12,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.02397044964953,0.934925645630713,0.95287897737518,0.966403293375336,0.975802984671874,0.985333098228416,0.992902581031498,1.00117133395821,1.0079144030788,1.01571045616788,1.02397044964953,1.0310544976228,1.03840627097819,1.04664406722588,1.05517894423344,1.064967645198,1.07645409286899,1.0881312778437,1.10277623827954,1.12245010331955
LSHTM,10,10,2023,13,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.03919688573817,0.960100119395185,0.975450323934393,0.987400401274271,0.997270168847877,1.00533583653636,1.01270760937483,1.0197157146922,1.02630781109835,1.03308942548715,1.03919688573817,1.04678375835837,1.05271144760677,1.06025039810434,1.06723824270339,1.07610925269309,1.08595858000845,1.09590203389383,1.10936123572527,1.12578617542925
LSHTM,10,10,2023,14,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.05721412151179,0.982625458964235,0.999323706059407,1.01046625697913,1.01882244493738,1.02693066515046,1.03342552474844,1.03989238941721,1.04570838909525,1.05154479872877,1.05721412151179,1.06295076891495,1.06872223446003,1.07590669337592,1.08288975258882,1.09004604182822,1.09757315102599,1.10681798331504,1.11747039120646,1.13274275814323
LSHTM,10,10,2023,15,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.07637559548396,1.00760091822963,1.02290815918304,1.0328589311511,1.0414395004876,1.04801666730382,1.05343695779637,1.06002081368629,1.06549156477238,1.07104180385664,1.07637559548396,1.08165377201339,1.08694399373736,1.09212475564955,1.09788147054883,1.10533298699383,1.11218825651223,1.11941106356639,1.1280045266997,1.14325455675304
LSHTM,10,10,2023,16,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.09579199806209,1.03140352455505,1.04551318889779,1.05457241219506,1.06252803271438,1.06903288823976,1.07537008707116,1.08070046331022,1.08601668788704,1.09069058331151,1.09579199806209,1.10020906725593,1.10423929164877,1.10955686410135,1.1152745017643,1.12045980974902,1.12612166213316,1.13396632267805,1.14263903673834,1.15673186233641
LSHTM,10,10,2023,17,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.11336054469804,1.05420688229196,1.06724177053778,1.07593041699156,1.08353282179671,1.08978692929577,1.09503677341915,1.10012665134939,1.10470130730393,1.10907899695122,1.11336054469804,1.11793694438817,1.12274369809818,1.12685081381754,1.13169646346951,1.1360667775609,1.14282217121297,1.15016033128729,1.1585523072785,1.17346726168755
LSHTM,10,10,2023,18,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.13028982125081,1.07427756859,1.08715050766067,1.09631887583869,1.10244510913664,1.10760934792281,1.11240239187086,1.11664067753416,1.12139916333404,1.12606303875101,1.13028982125081,1.1348085937627,1.13947743138539,1.14408989686675,1.14840552327238,1.15425884812379,1.16021917100271,1.16771452818341,1.17724729673618,1.19230398069858
LSHTM,10,10,2023,19,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.14606687324923,1.09214069678206,1.10375737935433,1.11195535317503,1.11776651630175,1.12315120311649,1.12818329842726,1.13233172724696,1.13695615066716,1.14160901298272,1.14606687324923,1.1508709221108,1.15557603010228,1.16044218712545,1.16544442213451,1.17044524125976,1.17665599255369,1.18469625236226,1.19531760513583,1.20989060952672
