Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,24,10,2023,24,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.10394259977935,0.981640942033726,1.00708286544491,1.0257079479275,1.04139050473233,1.05428723686578,1.06473810731232,1.07406288917136,1.08441827899536,1.09477942996658,1.10394259977935,1.1133873540292,1.12314013558733,1.13345779553851,1.14350275812439,1.15593470081883,1.16914100898485,1.18572478352044,1.20532733000818,1.23401281136797
LSHTM,24,10,2023,25,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.11281624103846,1.01238404503093,1.03178546236921,1.04610064821154,1.05876153392425,1.0687536075435,1.07868644466034,1.08723060413443,1.09591864125315,1.1034427514026,1.11281624103846,1.11997913542828,1.12765244245699,1.13629925715858,1.14434828213112,1.15490619112213,1.1643417339628,1.17819095971144,1.1958318910938,1.22047163252164
LSHTM,24,10,2023,26,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.11884566097902,1.03324724257215,1.05066119597177,1.06327329199622,1.07359026044027,1.08217596512723,1.08996635736229,1.09773255523544,1.10482883376603,1.11187804054026,1.11884566097902,1.12591729917948,1.13238803134968,1.13858082006281,1.14672973955756,1.15401560958553,1.16309824800532,1.1744460673705,1.18849861566671,1.2084925684413
LSHTM,24,10,2023,27,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.12374006087604,1.04982686782232,1.06544531768304,1.07600764556285,1.08498770341804,1.09255353760762,1.09925563085383,1.10570303019424,1.11204765115568,1.11812869458889,1.12374006087604,1.13010495298803,1.13571555561273,1.1415655681123,1.14759077193484,1.15462246420671,1.1622034008414,1.17134522781396,1.18238760574791,1.20108064203381
LSHTM,24,10,2023,28,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.12751035171878,1.06143489995069,1.07504770708273,1.0842998026804,1.09230788438501,1.09959594457783,1.10593993800871,1.111444980495,1.11702157362624,1.12246543181257,1.12751035171878,1.13222927776224,1.13764684783787,1.14285664801377,1.14830963685805,1.15440313634281,1.16163229112637,1.16997914788117,1.17992634845324,1.19586985690732
LSHTM,24,10,2023,29,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.12844826337419,1.06804760803852,1.08048703266132,1.0886809172463,1.0967490622313,1.10317027084495,1.10888600431444,1.11469082778427,1.1191048096995,1.1236070596565,1.12844826337419,1.13319472789028,1.13776619842277,1.14309363498321,1.14834465505314,1.15379488907492,1.16057870295843,1.16855061165793,1.17764882792512,1.1922606852458
LSHTM,24,10,2023,30,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.12725670427586,1.06892333830956,1.08087760061609,1.08981934929924,1.09702182424498,1.10373067048215,1.10872599001394,1.11365573979827,1.11865491712774,1.12334062394203,1.12725670427586,1.13226080677666,1.13702936998942,1.14177828183283,1.14682063241954,1.15303535987063,1.15906429669308,1.16602988413839,1.17537722400362,1.18922467352741
LSHTM,24,10,2023,31,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.12457477669219,1.06688897203694,1.07920314493674,1.08836372901138,1.09483440581902,1.0998503044755,1.10573753909098,1.11047308291655,1.11503598798323,1.12009472066921,1.12457477669219,1.12888872520503,1.13365308529926,1.13839927370538,1.14344426001214,1.15011222905733,1.15589629115238,1.16271287753105,1.17039982954571,1.18496665695672
LSHTM,24,10,2023,1,8,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.11920894860169,1.06306680564268,1.07458330513627,1.08289791982184,1.0894388479208,1.09499125957527,1.10076928415631,1.10577003809483,1.10999986458407,1.11395915289716,1.11920894860169,1.1240505160938,1.12821096728004,1.13308338799239,1.13846109853684,1.14366151911831,1.14959107944387,1.15629076531599,1.16510806099544,1.178821466256
LSHTM,24,10,2023,2,8,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.11150484362731,1.05638415144348,1.06806057497631,1.07595072718515,1.08233496131032,1.08806143937722,1.09261485033882,1.09760443331158,1.10245626767939,1.10662026611997,1.11150484362731,1.11616395662338,1.1208375483289,1.12515958379838,1.13013678166433,1.13530295175225,1.14133287016381,1.14805418938543,1.15755267418298,1.17127751810267
LSHTM,24,10,2023,3,8,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.10188922783975,1.04794486729542,1.05934485125776,1.06745316223879,1.0736816667352,1.07872900947372,1.0841489439718,1.08840837363914,1.09256278709219,1.09737154822735,1.10188922783975,1.10589296273975,1.11009396795616,1.11493434044439,1.12012063962365,1.12491797416904,1.13167020840309,1.13808237241777,1.14688622500381,1.15986669718526
LSHTM,24,10,2023,4,8,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.0901366883733,1.0378610210201,1.04884538314453,1.05721886736288,1.06338545543156,1.06852370430979,1.0731962796499,1.07734105173113,1.08147545577253,1.08599554109427,1.0901366883733,1.09404054605837,1.09826055189927,1.10279370395771,1.10811525387933,1.11349490754225,1.11887357028189,1.12547808324976,1.1338636936126,1.14782939273751
LSHTM,24,10,2023,5,8,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.07769183953177,1.02616789769146,1.03721410826872,1.04480177396077,1.05097773565981,1.05643458015488,1.06112326793283,1.06506426985327,1.06906794804796,1.07315320696755,1.07769183953177,1.08143193348435,1.08510718073767,1.08953825878422,1.094135851504,1.09913229811746,1.10492331040036,1.11136308515074,1.12042880447112,1.13455295952917
LSHTM,24,10,2023,6,8,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.06382893317666,1.01402853705264,1.02452203578022,1.0324829290145,1.03827930203416,1.04320243764551,1.04771968998256,1.05149729337548,1.05541530634675,1.05980576248914,1.06382893317666,1.06768073362926,1.071357412412,1.07575537305876,1.079906158652,1.08492901296241,1.08969354028783,1.09694120047852,1.10648383305063,1.11858517724261
LSHTM,24,10,2023,7,8,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.0496619580912,0.999799485318974,1.01164655577456,1.01882796913867,1.02431413924304,1.02947265282882,1.03377384657607,1.03770287439171,1.04176119039864,1.04559223415775,1.0496619580912,1.05344221210423,1.0574626419706,1.06177093533971,1.06560951933411,1.07008768692274,1.07594203330698,1.08244165161154,1.0904604148416,1.10446117434173
LSHTM,24,10,2023,8,8,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.03610558639598,0.986406653650701,0.997521448722433,1.00560533313794,1.01116352008671,1.01559414139328,1.02024016304384,1.02404849406403,1.02823672606037,1.03229907622075,1.03610558639598,1.04021724590755,1.04396105008307,1.04772855158552,1.05220671970732,1.05667783728959,1.06172793254269,1.06800902074696,1.07637591690884,1.09012994502252
LSHTM,24,10,2023,9,8,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.02359194442931,0.974459693503295,0.984981067837368,0.992777237790627,0.99845518299798,1.00371030497424,1.00792313297631,1.01204539414073,1.01599147896477,1.01972592433305,1.02359194442931,1.02750859086067,1.03125674805989,1.03546594812398,1.03954341556407,1.04423306072911,1.04914237760215,1.05481693085078,1.06338211215004,1.07671100261186
LSHTM,24,10,2023,10,8,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.01267934994839,0.962822684460264,0.974687937511769,0.981916905645259,0.98735219537883,0.992517207146985,0.997286865107284,1.00157736888493,1.00512960190081,1.00866308173435,1.01267934994839,1.01692532278395,1.02085683508705,1.02496552814521,1.02909858128707,1.03363324695532,1.03843882332636,1.04445167817378,1.05159174221721,1.06316739992045
LSHTM,24,10,2023,11,8,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.00464135814052,0.95511294874809,0.966190399546583,0.973686793560761,0.97937106748358,0.984299660828771,0.988826527983076,0.992996622393217,0.996409796398609,1.00042748723287,1.00464135814052,1.00848539378468,1.01252370754948,1.01654290404069,1.02131594334899,1.02552373908118,1.03027674032471,1.03624451033551,1.0430903566802,1.05413747996178
LSHTM,24,10,2023,12,8,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.999517595575928,0.949010493265781,0.96109275173002,0.967762521062757,0.973966082086891,0.978805862268367,0.983614705225592,0.987505242248036,0.991309973542766,0.995601812262611,0.999517595575928,1.003651588771,1.0071026597987,1.01087582855875,1.01547261574349,1.02034128594495,1.0256660497402,1.03163482546692,1.03821182819631,1.04857598386715
LSHTM,24,10,2023,13,8,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.998393466773085,0.946131976166909,0.958246188377518,0.966306378513331,0.971576475339363,0.976826343356345,0.981757945883674,0.986201126542648,0.990475228617427,0.994350510597953,0.998393466773085,1.00177658726311,1.0058667915051,1.00992773870181,1.01431406210423,1.01893816045298,1.02456073026875,1.0302550157603,1.03753621406834,1.04749112571824
