Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,3,5,2022,3,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.804247100537023,0.709781912208967,0.731603184328631,0.743942628531014,0.75451616992498,0.764260742573158,0.773582942376241,0.781778223742514,0.790493635928279,0.797342862392517,0.804247100537023,0.81103854258308,0.818773330565345,0.827638913631577,0.836582992488604,0.845484526169212,0.855954649615918,0.868222058473658,0.882667639588054,0.904462626742469
LSHTM,3,5,2022,4,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.81132843693587,0.738192102545161,0.752963565023118,0.76358696040617,0.771960309456261,0.779421178334343,0.786510099178473,0.792937385820243,0.799336409744372,0.805898284328025,0.81132843693587,0.816876296301145,0.822614362951934,0.829218374900452,0.836194589491174,0.843999185834057,0.852159266203459,0.861663679847201,0.872468272794133,0.891757470251486
LSHTM,3,5,2022,5,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.821623398081104,0.760675636401193,0.772908341845485,0.783648007532439,0.79029573482764,0.796735586286707,0.802707612635136,0.807505684523645,0.812532584197636,0.817004013854091,0.821623398081104,0.826304642234044,0.831690250525571,0.836843467303028,0.842259121757387,0.848991453319014,0.855044243540246,0.863112778483948,0.872715438054815,0.889540619926881
LSHTM,3,5,2022,6,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.835700017582118,0.78141708552046,0.794136814227766,0.802721785884832,0.808902915699403,0.814488854118149,0.819433370618975,0.823871750341878,0.828027528403987,0.831895294121653,0.835700017582118,0.839334722216996,0.8435642709474,0.848539180301998,0.852725860451706,0.857202940986071,0.864173712969395,0.869951868867116,0.879543338017283,0.891222644422421
LSHTM,3,5,2022,7,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.850090680816938,0.801874193211393,0.813238275014827,0.819927952933047,0.825817214395015,0.830835678642313,0.835013153041013,0.838931788617068,0.842667109335001,0.846427694937628,0.850090680816938,0.85393277972927,0.857737618911382,0.86173942731496,0.865644342524434,0.870328118459191,0.874653902414974,0.880689598529603,0.888179064115726,0.898912362907482
LSHTM,3,5,2022,8,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.863169114678349,0.817490515921049,0.827493227277106,0.834172752796496,0.839400067489212,0.844056439720126,0.848136975154921,0.85213155278309,0.855679040280688,0.859341980360117,0.863169114678349,0.867142276495592,0.870425255163626,0.874391910067745,0.878404382875967,0.88282937224028,0.886993582967745,0.892263772833536,0.898505004989456,0.908737682418417
LSHTM,3,5,2022,9,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.873179538882641,0.827369961810081,0.836628933345024,0.843608680334252,0.848866219198888,0.853422354099722,0.857760169258816,0.861873929947385,0.865853771924704,0.869526152309514,0.873179538882641,0.87718472889523,0.880534161063853,0.884396850173679,0.887930158303609,0.892299887945508,0.897120624104949,0.902498458871969,0.90907999626691,0.918534805697833
LSHTM,3,5,2022,10,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.878169393309557,0.829621669747018,0.839946367658592,0.847039914182795,0.853221573597755,0.857843071098828,0.862500203607765,0.866723645460193,0.870778586214223,0.874741830132012,0.878169393309557,0.882404435974982,0.886004242434997,0.889835323071592,0.893425266205276,0.897558049904369,0.903059744624298,0.908868008579327,0.915428365042468,0.925223561730342
LSHTM,3,5,2022,11,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.877729109942637,0.827208177762093,0.838784892123873,0.845549194223828,0.85162062798123,0.856680297302479,0.861237577988747,0.865645274829863,0.869465176562657,0.8735657072427,0.877729109942637,0.881806342224967,0.885715436950344,0.889918888482832,0.894048002708258,0.898112472110892,0.902818760478193,0.909465762364839,0.916730206802649,0.926849645438855
LSHTM,3,5,2022,12,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.871510394688158,0.821851391632621,0.832944369649261,0.840434861910641,0.846265162853318,0.850914748346062,0.855215730368959,0.859519320066007,0.863646502312595,0.867428984917035,0.871510394688158,0.875096532567793,0.87905233275691,0.883037089803579,0.887616597697303,0.892514343565813,0.897256477870326,0.903456087697326,0.910796190145875,0.921623240132352
LSHTM,3,5,2022,13,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.860999721399545,0.81607073030069,0.825815347229181,0.83250939846486,0.837866377467802,0.842453291134172,0.846326802566694,0.85030346938479,0.854023706737432,0.857216184160384,0.860999721399545,0.864924694721453,0.868762875058907,0.872722335251963,0.877136381373232,0.881285187920747,0.885535338478317,0.891245281479272,0.898240473327946,0.909631167274348
LSHTM,3,5,2022,14,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.850045184510603,0.809532041894797,0.817761735726674,0.823487903277164,0.828813722059953,0.83291713390307,0.836812685397821,0.840172339699983,0.843455417345299,0.8464762173154,0.850045184510603,0.853357459360865,0.85629484188718,0.859889446604266,0.863316218220388,0.867222538613242,0.871217140346585,0.876641814511881,0.883195418541437,0.893427159852263
LSHTM,3,5,2022,15,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.839870601372029,0.801627916494379,0.810140414353701,0.816002704809459,0.820902265273196,0.824757825177535,0.8281895927247,0.831330318755764,0.834248983146775,0.837194121817621,0.839870601372029,0.842863171695291,0.845708757490555,0.848843091873184,0.852230471833241,0.855751155287155,0.859643466354599,0.864016475727241,0.86949199770279,0.879011265748546
LSHTM,3,5,2022,16,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.833995177378351,0.796060558370617,0.804797622269515,0.810642662673758,0.815047088658002,0.818774317037393,0.822106698265929,0.82541295849721,0.828338271602957,0.831295796821821,0.833995177378351,0.836747801955312,0.839868497569967,0.84320680802851,0.846457222641408,0.849728452708903,0.853622181590108,0.858475371651919,0.863901803607958,0.871907546101761
LSHTM,3,5,2022,17,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.835372704166647,0.794923592367641,0.803664230030593,0.809671003924908,0.814480203560936,0.818392929003527,0.822013705173674,0.825456189345289,0.828519402224958,0.831832643132881,0.835372704166647,0.838492915415774,0.841624398550539,0.844957106849637,0.848233355795727,0.852216396221686,0.856833119748098,0.861153349048832,0.867562968647605,0.876910616265517
