Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,10,5,2022,13,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.848765540131564,0.740109736149068,0.764127761402014,0.778523077603373,0.789302422119616,0.800698736549883,0.81177742068024,0.821143240297668,0.831496598153969,0.840718641607469,0.848765540131564,0.856972990288858,0.866363573242091,0.875737255674568,0.885672471591592,0.896457542647481,0.909694177631466,0.924960778565775,0.943036679196448,0.974354583430513
LSHTM,10,5,2022,14,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.798303936552501,0.723449363122166,0.738303857535606,0.749250152190701,0.757912059103459,0.765890652864512,0.77249001525141,0.779921738903238,0.78602752244654,0.79208178044346,0.798303936552501,0.803585670283199,0.809318054520119,0.815468144686407,0.822322544169911,0.82954520899418,0.83833979592531,0.847554462731549,0.859306505468106,0.878437907935652
LSHTM,10,5,2022,15,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.76319545580425,0.70606259166897,0.716645564496059,0.725727006100543,0.731969999025658,0.738546595790709,0.743694287502249,0.748755403889527,0.754038220865959,0.758610436094134,0.76319545580425,0.768108333366617,0.772894811861575,0.777070885859216,0.78251815112254,0.787859739667019,0.793349194623617,0.800220835115549,0.808442222391004,0.823211745081886
LSHTM,10,5,2022,16,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.745952489477502,0.691862830420404,0.703716139390213,0.712264425657204,0.718242944652934,0.723832954444412,0.728150223467072,0.732523840425994,0.736859192583816,0.741973606611257,0.745952489477502,0.749998399670961,0.754425984898684,0.758995981690826,0.763058527707507,0.768078389551728,0.773602123643742,0.779566834612803,0.786777252302618,0.798610505439713
LSHTM,10,5,2022,17,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.745857696421155,0.692733697967401,0.705431655212124,0.712701639824318,0.718970368403725,0.724110305170132,0.729563869558731,0.734176344553697,0.738037148756154,0.741844317471542,0.745857696421155,0.750407423630758,0.754608764014204,0.758744408559795,0.762993889332965,0.767733804387746,0.773354172481873,0.77913441116569,0.7873962939938,0.798793112173095
LSHTM,10,5,2022,18,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.763876982798099,0.711955173302954,0.723852642317284,0.731367541908721,0.737216846831728,0.742446467436015,0.74793637798804,0.752303740823351,0.756564493430707,0.760235172681368,0.763876982798099,0.767872631280565,0.77190847093062,0.776198541605478,0.78115399857758,0.785431322027799,0.790868779237882,0.796728146868583,0.805663324335849,0.817882340008149
LSHTM,10,5,2022,19,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.800007218204175,0.749965010696885,0.761323945395872,0.768687341230114,0.77517056617381,0.779891209612016,0.784246497985739,0.788227111433645,0.792175927836342,0.79620564438119,0.800007218204175,0.803821595664646,0.807845561293448,0.811902145794529,0.815926536084548,0.821112957896663,0.826842862472241,0.832307284168423,0.839849284278254,0.852985550737182
LSHTM,10,5,2022,20,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.853707633883712,0.806964408659255,0.817563184531526,0.824888218816715,0.830230129700732,0.835188619925527,0.839397330172213,0.843270051791414,0.84692444370503,0.850195693994878,0.853707633883712,0.857290877607111,0.861090362543071,0.864881013678485,0.868870500923044,0.873273905721838,0.878103188666466,0.88421854328139,0.891344233291523,0.903612279594488
LSHTM,10,5,2022,21,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.924821676338444,0.87966553558211,0.890644497676821,0.897185328119581,0.902631346637782,0.906777762731151,0.910950922451485,0.914701572428084,0.918144464838789,0.921544875604612,0.924821676338444,0.927799804322308,0.931640942042443,0.934757582259818,0.938684612913294,0.942633583334992,0.946529530267534,0.952043682962762,0.959309902502631,0.970608836495752
LSHTM,10,5,2022,22,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.00986314516948,0.964552252450618,0.975253480837194,0.981554414716081,0.986652913798646,0.991300868462546,0.995457501928114,0.999095182303272,1.00299428845281,1.00643558990263,1.00986314516948,1.01272781335369,1.01604112150548,1.0194385218736,1.02328559481866,1.027507251656,1.03176349555619,1.03631021627962,1.04305041212447,1.05253107013484
LSHTM,10,5,2022,23,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.10311946650305,1.05696036263263,1.0660909110079,1.0727268496852,1.07825506321318,1.0830948980312,1.08768952177299,1.09197186280255,1.09590444700732,1.09937514286591,1.10311946650305,1.10666709093499,1.10971286406069,1.11392283742189,1.11804406299109,1.12227248075404,1.12701794004158,1.13261597452162,1.14035927684207,1.15174383575163
LSHTM,10,5,2022,24,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.19896560758015,1.14813448898129,1.15878195936261,1.16613699790602,1.17149683622756,1.1767236708192,1.18235359812089,1.18658589898823,1.19086141528341,1.1946269273196,1.19896560758015,1.20317729117872,1.20736646040844,1.21175329291896,1.2165361647007,1.22186150318026,1.22723634135954,1.23398365412291,1.24198187148887,1.25578545585601
LSHTM,10,5,2022,25,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.29057816189742,1.23247708399047,1.24497982466721,1.25351681121747,1.25953042649928,1.26567024097926,1.2717220898306,1.27636834294709,1.28146668259166,1.28592024242886,1.29057816189742,1.29500479095707,1.299508598766,1.30431444564086,1.31005748453621,1.31559545542921,1.3220714682455,1.32942861852548,1.33880409711171,1.35385904494585
LSHTM,10,5,2022,26,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.36849025438441,1.30437792425193,1.31811885453201,1.32743308671171,1.33499780002918,1.34146232462908,1.34799577288621,1.35384566512955,1.35895278076417,1.3637464644441,1.36849025438441,1.37362017752065,1.37831122197881,1.38309042453714,1.38857428236742,1.3939079402249,1.40080484605578,1.4095055611324,1.42027379865474,1.43418850194614
LSHTM,10,5,2022,27,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.42432031084869,1.35588317565363,1.37263524050495,1.3823508296821,1.39047523775529,1.3971663472724,1.40307481339496,1.40828015236608,1.41443689860426,1.41945495872976,1.42432031084869,1.42949968607038,1.43447043651781,1.43968817009516,1.44467448637235,1.44990636325536,1.45751788651707,1.46509278661396,1.47400617229519,1.4887332385979
LSHTM,10,5,2022,28,2,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.45289797280173,1.38793210426918,1.40207522637082,1.41273152559415,1.41993569159154,1.42669935157027,1.43287603263833,1.4381338088217,1.44300510416118,1.44761409121896,1.45289797280173,1.45725409662549,1.46188100290646,1.46662356627329,1.47213544855169,1.47862293685372,1.4844007177701,1.49065104007306,1.50050550262789,1.51617970807879
LSHTM,10,5,2022,1,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.45229254625058,1.39458421746139,1.40778913091079,1.41665875909264,1.42307867087034,1.42928997165224,1.43451622400075,1.43919340386023,1.44382586941042,1.44831323235021,1.45229254625058,1.45709641984416,1.46155667949546,1.46605795746863,1.47102130532688,1.47640843245244,1.48256243742385,1.48887233596463,1.49735687695112,1.51283828451659
LSHTM,10,5,2022,2,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.42828047042705,1.37558318693653,1.38803003583983,1.39616452034016,1.40152638019626,1.40642027484823,1.41156908565908,1.41586307742957,1.41987459205975,1.42436962184335,1.42828047042705,1.4323710156467,1.43654005627841,1.44090567117509,1.44534206763679,1.45020670387299,1.45578425070181,1.46208464367164,1.47057262536739,1.48574112814329
LSHTM,10,5,2022,3,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.38561969780763,1.33623528481565,1.34778388797823,1.35474139113599,1.36003979616643,1.36518460120136,1.36941097341132,1.37366749366189,1.3778166241061,1.38166588229764,1.38561969780763,1.38935689722129,1.39315479007224,1.39784660227363,1.40233066091036,1.40677630395858,1.4124827629056,1.41852920459499,1.42686670716841,1.43978242169859
LSHTM,10,5,2022,4,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.3320491787502,1.28197366227419,1.29307350158322,1.30019143115596,1.30672330098899,1.31192544259894,1.31577533467353,1.32000961440244,1.32402911274087,1.32824743326716,1.3320491787502,1.33589514246025,1.33978639357905,1.34420162052736,1.34854121156793,1.35289833398935,1.35836134072885,1.36421717875292,1.37242440896975,1.38359793609065
LSHTM,10,5,2022,5,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.27402657254228,1.2215089471682,1.23296618034386,1.24168718439008,1.24783285052818,1.25319546908516,1.25768628365824,1.26164344560945,1.26555733380997,1.26997445161757,1.27402657254228,1.2778786881219,1.28199198651177,1.28651524840844,1.29085624787184,1.29577007068521,1.30058748014929,1.30655181936392,1.31377052294718,1.32567852817397
LSHTM,10,5,2022,6,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.21758670808008,1.16486790192282,1.1768201468175,1.18450939159146,1.19062138401635,1.19593586555345,1.20051395181681,1.20519313056447,1.2090222699508,1.21335763397708,1.21758670808008,1.22092006945414,1.22481658960498,1.22920485697456,1.23442207476115,1.23918795374615,1.24455322164575,1.25082636999903,1.25837353822263,1.27039674555451
LSHTM,10,5,2022,7,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.16617136487114,1.11584587286402,1.12753274463405,1.13441277897851,1.14064779517262,1.14548066875188,1.15023249986779,1.15433161181078,1.15815447217158,1.16213509008426,1.16617136487114,1.17014549383534,1.17441653564503,1.17863517216019,1.18308074929138,1.18775549701365,1.19311338530999,1.19959475437751,1.20795553158693,1.21981675321105
LSHTM,10,5,2022,8,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.12378119014379,1.07636071197474,1.08733879426459,1.09415770944595,1.09989071687786,1.1041909291978,1.10834097685843,1.11202191765885,1.11578790181455,1.11986258532869,1.12378119014379,1.12753593710377,1.13181371194762,1.13547805122215,1.13975145202606,1.14469212985378,1.14973715884082,1.15606684234623,1.16429035006577,1.17673155278233
LSHTM,10,5,2022,9,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.09089804999971,1.04623762633432,1.05628719916942,1.06285338682576,1.06822851958872,1.07294857805466,1.07658832975812,1.07996110530736,1.08347878077997,1.08728047338892,1.09089804999971,1.09407336281243,1.0976819385225,1.10153242642375,1.10565828545969,1.11051396014932,1.11499914663485,1.12072807067318,1.1289979694511,1.13987911688806
