Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,14,6,2022,27,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.783810989089617,0.699839530284808,0.716613909513268,0.728300631034225,0.737627218652152,0.747250018254589,0.755044418847422,0.762470497882152,0.76960941175123,0.776766098625215,0.783810989089617,0.790322397833975,0.796530189388783,0.802998286694661,0.810463377152441,0.818627318686272,0.82763714606511,0.838785289667244,0.853446164383047,0.876098262719124
LSHTM,14,6,2022,28,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.773710429571757,0.708505337676669,0.722664280059839,0.732678537519353,0.740012906025332,0.746629773950835,0.752715392684868,0.75845492305713,0.764181614035129,0.769002492073221,0.773710429571757,0.779191465010578,0.784401902156366,0.789622417351752,0.79506056710557,0.801787789249551,0.808427798173424,0.816399076310627,0.826975705682325,0.84332253229999
LSHTM,14,6,2022,29,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.76730210505362,0.71470820493708,0.725993371321081,0.733487613263948,0.739769991837712,0.745396451123178,0.750318616816424,0.754404696665342,0.758571287722839,0.763074135558373,0.76730210505362,0.771492256023294,0.775685683936574,0.779835579246594,0.785077150689275,0.790560710962845,0.79636191055125,0.802957013516685,0.810376763316885,0.824144252463738
LSHTM,14,6,2022,30,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.764311471753494,0.717198308253942,0.726150413230685,0.733469090648862,0.739019487819606,0.744359896128573,0.748759702525113,0.752527127263599,0.756746610509779,0.760698252183212,0.764311471753494,0.767796921598654,0.771561072480627,0.775196814772423,0.779602196101462,0.784216029463944,0.789248810384811,0.794816450140831,0.802592285013753,0.813678565657898
LSHTM,14,6,2022,31,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.764173485498577,0.716701033758043,0.727715027409732,0.735220555512626,0.740716108039352,0.744575339141072,0.749082645268493,0.753186946248156,0.757315984767179,0.760987123938671,0.764173485498577,0.767441163681016,0.771564711447064,0.774909149738555,0.777955164551539,0.782758451365715,0.787226541661753,0.792471385356189,0.79945877564669,0.8095780227015
LSHTM,14,6,2022,1,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.76718817288834,0.720432653514147,0.731482348423973,0.738562622375873,0.744124844650188,0.748495152442127,0.753093743055694,0.756791671945099,0.760164471888167,0.763660790330682,0.76718817288834,0.770700652969087,0.77392874175434,0.77747689685491,0.781246735209585,0.784449418615487,0.788556037964315,0.793336394472105,0.799010778848376,0.808817328982074
LSHTM,14,6,2022,2,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.772730075428725,0.727522571762411,0.738441107837949,0.744986899361913,0.749927015280066,0.754682448802397,0.75894940497228,0.763070147443244,0.766576466744753,0.769920043846848,0.772730075428725,0.775507147205413,0.778746453810834,0.781895562650491,0.785215817905716,0.788495950751034,0.792630064605611,0.796899376043142,0.802429753034882,0.811403515661646
LSHTM,14,6,2022,3,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.77992831908553,0.737820047996264,0.747701344709041,0.754113078979368,0.75890583870128,0.76337278337456,0.767130262067201,0.770490538784723,0.773971786110926,0.776859945551164,0.77992831908553,0.782942509565406,0.785659136302108,0.788764459050582,0.791796108918737,0.79488157849846,0.798724038311385,0.802903829410355,0.807770150532456,0.816481467258511
LSHTM,14,6,2022,4,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.788045075198738,0.748783320455579,0.757936473851847,0.764498767352793,0.768937176390373,0.772565747726275,0.775879230654406,0.77927928751237,0.78250704417973,0.785362519550259,0.788045075198738,0.790855308300188,0.793581394557852,0.79658501405326,0.799977625130986,0.803279890263742,0.807031346804594,0.811071313675981,0.816579647470363,0.824740063545041
LSHTM,14,6,2022,5,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.797005804749531,0.759571723212788,0.768233768108163,0.77335127296941,0.777816657626501,0.781481892910375,0.785003670288439,0.788146361720357,0.791368353851085,0.794412685790809,0.797005804749531,0.799933955927476,0.802901373113553,0.805929397942533,0.80896247932522,0.81251159728385,0.816582812004672,0.821368229217687,0.826899824005825,0.835398228194837
LSHTM,14,6,2022,6,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.8056097994486,0.768143000561377,0.775589324132829,0.781026224535037,0.785391365083366,0.789317241145843,0.793026542786615,0.796356583351692,0.79938452693857,0.802509913741124,0.8056097994486,0.808834673881311,0.811865748339656,0.815110783287972,0.818721165691799,0.822381123799748,0.826740640195642,0.831586442304013,0.837974411804428,0.847199692538435
LSHTM,14,6,2022,7,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.812730184866649,0.773114588617531,0.780912452771055,0.786841943508801,0.791402463301032,0.795206295513223,0.799051502874196,0.802665343788774,0.806198493664646,0.809375776383172,0.812730184866649,0.816136249845681,0.819689600378845,0.823427113529686,0.826946037838023,0.831024918567344,0.835384432526826,0.840291228023363,0.847809732161066,0.858754473938267
LSHTM,14,6,2022,8,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.817327023169239,0.774760525281977,0.784227721341499,0.789987791171009,0.794794405343225,0.799153205979226,0.802796668171185,0.806554522766467,0.810120903763954,0.813528156233373,0.817327023169239,0.820927883320345,0.825011186020783,0.828522184554782,0.832625258728141,0.836725063034543,0.841801890188925,0.847300527736107,0.854656732501777,0.865533125938985
LSHTM,14,6,2022,9,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.818734266274039,0.775569325017879,0.784537515417522,0.790678134800474,0.795491002544468,0.79989695309021,0.803881488414455,0.807661515223705,0.810855744854839,0.81492765705133,0.818734266274039,0.822696679916365,0.826513794524468,0.830229858594807,0.834246962636252,0.838739681380936,0.843147576460015,0.84970452746027,0.857319847936332,0.868474558162147
LSHTM,14,6,2022,10,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.816651274677889,0.774665868887614,0.783146031294308,0.788715304143637,0.793470947516628,0.797777375295328,0.801662873887312,0.805364157717435,0.809201167589232,0.812773676937444,0.816651274677889,0.81990902619527,0.82334148354813,0.827156056002602,0.831849649952444,0.835923795126416,0.840563621407721,0.84686430763018,0.854351119331202,0.866793724606384
LSHTM,14,6,2022,11,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.810330485453589,0.771901201141983,0.779455399423598,0.784650246215331,0.789138889864258,0.79334430925178,0.796956693182085,0.800348079276298,0.803797005310968,0.806791526938782,0.810330485453589,0.813953858451523,0.817423587326687,0.820878556529433,0.824352553083863,0.828450080951064,0.833097011137633,0.839792889903456,0.847443254614658,0.859735632654016
