Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,17,10,2023,17,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.10475608401184,0.972994371789609,1.00184710720248,1.02207227383191,1.03676140661435,1.0509819155281,1.06228533980025,1.07315550698765,1.08418847635498,1.09424878502224,1.10475608401184,1.11501445552329,1.12416520601513,1.13433770303754,1.1448155736273,1.15648677346883,1.17053470687119,1.18701713290177,1.20768662226344,1.23770968956357
LSHTM,17,10,2023,18,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.12480179204863,1.01504039200164,1.03947745974046,1.05635776735993,1.06904744852253,1.08105206951949,1.0903421230175,1.10044121065316,1.10843455563355,1.1170877730739,1.12480179204863,1.1325749233579,1.14251436866715,1.15089771708964,1.15944304222187,1.16958487566963,1.18035899284267,1.19437757980004,1.21159821810579,1.23661398535105
LSHTM,17,10,2023,19,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.14513309325983,1.05384834869147,1.07330045205438,1.08768110270915,1.09924035618182,1.10785965142299,1.11580163476068,1.12315340730069,1.1308648628799,1.13845049289969,1.14513309325983,1.15208913392101,1.15977685130794,1.1667619811338,1.17510720941685,1.18343318239387,1.19325038740222,1.20438278332786,1.21838481807216,1.24003853084666
LSHTM,17,10,2023,20,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.16381734957378,1.08393400708145,1.10094098931698,1.11251650840307,1.12243345403097,1.13098006071892,1.13811877590709,1.14445922115797,1.15109769847521,1.1572725532459,1.16381734957378,1.16969990214914,1.17645593237113,1.18237069936406,1.18943420588924,1.19668529237614,1.20675265678654,1.21707467104568,1.22951687066433,1.2490731053572
LSHTM,17,10,2023,21,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.17898949716252,1.10514821238225,1.12147262225757,1.13215909988733,1.1416601812315,1.14869031648036,1.15474133696058,1.16151908575329,1.16751117353096,1.17366794403088,1.17898949716252,1.18468195425509,1.1897282862125,1.19670260576304,1.20344600754892,1.21154632497588,1.21939348785644,1.22873819800912,1.24010512111174,1.25966556382679
LSHTM,17,10,2023,22,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.19039180817793,1.11899793632552,1.13528021928629,1.14575344833386,1.15501546260118,1.16149334820356,1.16865758463661,1.1739281213653,1.1789079430081,1.18474833547764,1.19039180817793,1.1961619628333,1.20298736134903,1.2086053650079,1.21483556354923,1.22161304770332,1.22898198239395,1.23804292200029,1.25053571316621,1.27015940620004
LSHTM,17,10,2023,23,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.19811742244911,1.12824506049462,1.14388134780394,1.15403959934304,1.16253291784616,1.16908436475395,1.1752134101373,1.18131253360462,1.18761644350611,1.1929950163062,1.19811742244911,1.20364031495008,1.20938080210859,1.21505773188195,1.22139753546169,1.22784565862377,1.23568594975872,1.24485934131992,1.25785524559574,1.27775539029982
LSHTM,17,10,2023,24,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.20082234134815,1.13295005555548,1.1483115082767,1.1576568739533,1.1657470370719,1.17218885354148,1.17863589015187,1.1843778415183,1.18987601583945,1.19534338563391,1.20082234134815,1.20576201849425,1.21181239798013,1.21736577783666,1.22349522683634,1.23054398332633,1.23798170792395,1.24754138935286,1.25964462583453,1.27838063115957
LSHTM,17,10,2023,25,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.19824044250667,1.13344748891466,1.1480547728458,1.15800368976128,1.1649151109779,1.17115393294932,1.17669663430775,1.1828535635494,1.18831028334725,1.19355171276015,1.19824044250667,1.20310897726908,1.2087393921617,1.21421188097498,1.22113178981453,1.2280595163621,1.23542189257086,1.24448026327756,1.2555859632871,1.27259049815208
LSHTM,17,10,2023,26,7,2023,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.19227837165896,1.12817613971485,1.14349418716463,1.15270881964913,1.16095145276428,1.16669019942913,1.17200432111801,1.17764387804214,1.18282107894078,1.1873906519798,1.19227837165896,1.19687926664208,1.20205455974299,1.20723483165831,1.21372536880281,1.22058940965564,1.22741599786269,1.23603212398203,1.2472885144344,1.26204482615746
