Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,24,5,2022,6,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.20738957247658,1.11055843261816,1.130643568373,1.14509458570354,1.15644835074206,1.1675941574621,1.17634847907914,1.18561345355833,1.19318030695127,1.20021137537398,1.20738957247658,1.21640324736814,1.22442362694239,1.23288855169381,1.24121714622483,1.25136346527166,1.26255127909724,1.27597449044936,1.28943147457125,1.31323149965233
LSHTM,24,5,2022,7,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.18944690665732,1.11288552242759,1.12888273814442,1.14086793889618,1.14987423819925,1.15739968230763,1.1657147204978,1.17167145976937,1.17749245161012,1.18367283457709,1.18944690665732,1.19543762797372,1.20114546094915,1.20863461216707,1.21539373368996,1.22260313459679,1.23073197215029,1.23930323554433,1.25054144510959,1.26669621471706
LSHTM,24,5,2022,8,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.16867873599203,1.11089397058912,1.12273387730454,1.13145803511953,1.13820990219299,1.14469048290236,1.15013311227413,1.15524272465256,1.15963531920882,1.16430324179158,1.16867873599203,1.17262411107775,1.17748751832131,1.18230984489895,1.18777164940135,1.19375427043404,1.20014283808248,1.20722212300303,1.21457495144075,1.22741005779738
LSHTM,24,5,2022,9,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.14671276718231,1.10071807910361,1.11023443783388,1.11724431883426,1.12261376414976,1.1273280358777,1.13179079253962,1.13594229384545,1.13970914752929,1.14354500544995,1.14671276718231,1.15017169950948,1.15368053616347,1.15763872886928,1.16173426585301,1.16610060146847,1.17086683750952,1.17630779205239,1.18279703284912,1.19348920605557
LSHTM,24,5,2022,10,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.12417408525551,1.08430932999109,1.09337999816136,1.09919574859851,1.1041032767711,1.10828065857355,1.11161969868236,1.11498037120339,1.11805711984638,1.12100638140162,1.12417408525551,1.12683814842434,1.12962166763621,1.13256366443467,1.13575912696978,1.1391370087544,1.14299948344528,1.14766187197664,1.15382648721541,1.16201697344369
LSHTM,24,5,2022,11,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.09979161771083,1.06365030349344,1.07261051199136,1.07847245907716,1.08272071169399,1.08629450798093,1.08906897670382,1.09173771658851,1.09445244443307,1.09718135890687,1.09979161771083,1.10214428354143,1.10463994350767,1.10724762832457,1.11023257953985,1.11302319143838,1.1167071644816,1.12043687264769,1.12587833993298,1.13482298512601
LSHTM,24,5,2022,12,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.07441468257347,1.04111202998127,1.04992555628932,1.05451366592536,1.05831223780403,1.06162584472912,1.06461531743086,1.06699027882385,1.06963436083888,1.07215745446926,1.07441468257347,1.0765244586882,1.07907275627284,1.08174818768133,1.08439647572462,1.08777301254795,1.09134966360218,1.09499877741857,1.09926583715464,1.10710066492644
LSHTM,24,5,2022,13,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.04845168804796,1.01784475096378,1.02463190931576,1.02921169797874,1.03262372227917,1.03597278812305,1.03870906802563,1.04147432321106,1.04392670606748,1.04606773273471,1.04845168804796,1.05067117675428,1.05313964461737,1.0558006997769,1.05864083561829,1.06199684733225,1.06508594846045,1.06872562147858,1.07327197170695,1.08094923925099
LSHTM,24,5,2022,14,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,1.02197026949318,0.993031086307312,0.999039717242973,1.00334920169223,1.00691971356271,1.00970782939364,1.01212355171068,1.01494973623128,1.01738144395821,1.0198934244464,1.02197026949318,1.02424847231633,1.02679409590588,1.02951751355582,1.03241700225144,1.03537717312342,1.03853886760643,1.04217210832223,1.04714203623447,1.05458441993514
LSHTM,24,5,2022,15,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.995361541812098,0.96742600746911,0.973313069120312,0.977191037191425,0.980355313295485,0.983325094929382,0.986030494690551,0.988154969916552,0.990760863448181,0.99302027747291,0.995361541812098,0.997618915293527,1.00033172594477,1.00291054566076,1.00575677745883,1.0083289700173,1.0115645603601,1.01529811961514,1.02062669628824,1.02756054583474
LSHTM,24,5,2022,16,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.968614774702977,0.941679317865922,0.947125295788461,0.950898527667172,0.95407673882287,0.957214979079888,0.959567911167031,0.961861617854553,0.964053782714661,0.966466215769677,0.968614774702977,0.970950398141901,0.973201490104509,0.975802436156414,0.978412373653395,0.981393187389563,0.984710204828554,0.988476418923439,0.993459235164872,1.0012829969917
LSHTM,24,5,2022,17,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.942240548006201,0.915761121712016,0.921248024195911,0.924738163879037,0.928027873492331,0.931017705006834,0.933613679064433,0.935531326629359,0.937797614096509,0.940215620287962,0.942240548006201,0.944359615516965,0.946553519690101,0.948801803114861,0.951439101862908,0.954350552832443,0.957594921265298,0.961834782525336,0.966902444401401,0.974339359887993
LSHTM,24,5,2022,18,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.916147442190551,0.890803417515375,0.896071081165467,0.89957587308211,0.902421637873774,0.905370205474433,0.907937168828085,0.910333699869072,0.912365486469973,0.914361587850697,0.916147442190551,0.918264651739696,0.92046377215491,0.922620852336842,0.925006177037636,0.927794134935215,0.931219618066421,0.934880948032676,0.94003953650547,0.948340041310124
LSHTM,24,5,2022,19,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.891638573862928,0.867187540834737,0.87170701565738,0.875530218132128,0.878555830353327,0.881178543129023,0.883413458382948,0.885575814401188,0.887722796645025,0.889578115926463,0.891638573862928,0.893148732242969,0.895111400574634,0.897229535336971,0.899580857541372,0.902529519444741,0.905354608716172,0.909273247133405,0.91418563428315,0.921673816007241
LSHTM,24,5,2022,20,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.868079677002493,0.843453897742857,0.84914201598806,0.852942022265875,0.855728386448941,0.858418227265534,0.860314449132818,0.862300079295761,0.864316505645948,0.86601307965299,0.868079677002493,0.869992553551958,0.871785934375867,0.873669966438627,0.876157350074734,0.87828506473493,0.881156688000617,0.884565418689152,0.888814760713495,0.895904658960691
LSHTM,24,5,2022,21,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.846663104268951,0.822142442713564,0.827503797214756,0.831530585035224,0.834543120972806,0.836769337398788,0.838764953085096,0.84090226395277,0.842852391479006,0.844577603148419,0.846663104268951,0.848596352702085,0.850395788527372,0.852388363326817,0.854249627091185,0.856460092815169,0.858990791640071,0.86174227788319,0.86571681283561,0.871909802534085
LSHTM,24,5,2022,22,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.827257374469045,0.802143766755419,0.807740882079079,0.811702292997627,0.814532014851139,0.816994328614671,0.819382620094473,0.821479291954393,0.823443398992001,0.825274793892834,0.827257374469045,0.829378576910437,0.831104448536969,0.833160216962072,0.834850325653991,0.836879259004859,0.838934423870368,0.84162012293256,0.84539570665599,0.850455964441539
LSHTM,24,5,2022,23,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.809915317560041,0.784217482452288,0.790014509864026,0.793904324081812,0.7970861284754,0.799608886384581,0.802094370284046,0.804113218880528,0.806176651891979,0.807990936467684,0.809915317560041,0.811731422849059,0.813658044039938,0.815528794864914,0.817655512735057,0.819876920213151,0.822482880699443,0.824843135275314,0.828043480329655,0.833143190716284
LSHTM,24,5,2022,24,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.7953819740386,0.768592321570888,0.774738368208149,0.778718978395671,0.781834762207854,0.784602630826406,0.787046222827207,0.789271323214021,0.791245500400964,0.793177531859015,0.7953819740386,0.797235779293853,0.799005874434845,0.801126678656734,0.803253584649367,0.805646787839343,0.808330464326359,0.810954610603453,0.814577553547208,0.819538110913518
LSHTM,24,5,2022,25,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.783464125904912,0.755727799741018,0.761745522345902,0.766159608807652,0.76968306041027,0.77262937819689,0.775065405371637,0.777199313306825,0.779556017594052,0.781342117349461,0.783464125904912,0.785477076148453,0.787561870485544,0.789720820361556,0.791811284250825,0.794457167429513,0.797092652501928,0.800115592250297,0.803811963933771,0.809008772061314
LSHTM,24,5,2022,26,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.775151188705268,0.745512381667344,0.752079800231134,0.756746071753303,0.760672601213105,0.763588842753997,0.766055804185689,0.768384202112954,0.770395966085247,0.772883929031862,0.775151188705268,0.777260680466397,0.779012396186366,0.781274846587535,0.783543723157029,0.786212260216651,0.788795361758885,0.792191293391409,0.795945379097241,0.801166913142795
LSHTM,24,5,2022,27,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.76970047311154,0.738717039870318,0.745858584809356,0.75053240603984,0.754313964468409,0.757725025465865,0.760204300211779,0.762875478338945,0.765005609911718,0.767514405485152,0.76970047311154,0.771727578918681,0.773832574494577,0.776264228449984,0.778393421472797,0.780862478945391,0.783636921900309,0.786581877955466,0.790112322374322,0.795620784484443
LSHTM,24,5,2022,28,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.767096057823312,0.735807359271715,0.743136533625264,0.748359637146897,0.751765165534651,0.755021290297611,0.757704112752272,0.760243174464019,0.762697496781319,0.765007036889267,0.767096057823312,0.769358624026535,0.771485008027788,0.773743969463594,0.775942740410193,0.778193747409353,0.780843074357294,0.783596725036531,0.786827469297237,0.79217151287258
LSHTM,24,5,2022,29,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.767130892115751,0.736081082171166,0.743741594593278,0.748560179291086,0.752410953297487,0.755640425152767,0.758237060879693,0.760777625066788,0.763065654381684,0.76517876137482,0.767130892115751,0.769411603326651,0.771362270410969,0.77342390151902,0.775640196613811,0.777964587566738,0.780202290252644,0.782684823484497,0.785917868084328,0.790871004911092
LSHTM,24,5,2022,30,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.76952830197511,0.740097849051834,0.747183734643164,0.751776852379098,0.755917647055972,0.75867673391667,0.761416562186882,0.763656790601958,0.765711294701979,0.767581992427489,0.76952830197511,0.771412680685945,0.773486097373373,0.775202418864186,0.777297714976565,0.779307275703649,0.781412933505919,0.78415810539502,0.787293772988621,0.792247629441822
LSHTM,24,5,2022,31,3,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,0.773633930517466,0.746945462290706,0.753002407104188,0.757116907617339,0.760627932187258,0.763821949445597,0.765926727248759,0.768015215086499,0.770051899091382,0.771871072829107,0.773633930517466,0.775223340268793,0.777036032286612,0.778772308063915,0.780571195369442,0.782506679431969,0.784774725418068,0.787444533004437,0.790716226681551,0.796226780937542
