Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,13,9,2022,13,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,6,All,1,2,3,4,4,5,5,6,6,6,7,7,8,8,8,9,10,10,12
LSHTM,13,9,2022,14,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,6,All,1,2,3,4,4,5,5,5,6,6,7,7,7,8,8,9,9,10,12
LSHTM,13,9,2022,15,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,6,All,1,2,3,3,4,5,5,5,6,6,7,7,7,8,8,9,10,10,12
LSHTM,13,9,2022,16,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,6,All,1,2,3,3,4,4,5,5,6,6,6,7,7,8,8,8,9,10,11
LSHTM,13,9,2022,17,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,6,All,0,2,3,3,4,4,5,5,5,6,6,7,7,8,8,9,9,10,11
LSHTM,13,9,2022,18,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,6,All,0,1,2,3,3,4,4,5,5,6,6,6,7,7,8,8,9,10,11
LSHTM,13,9,2022,19,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,6,All,0,1,2,3,3,4,4,5,5,6,6,6,7,7,8,8,9,10,11
LSHTM,13,9,2022,20,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,6,All,0,1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,11
LSHTM,13,9,2022,21,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,6,All,0,1,2,2,3,4,4,5,5,6,6,7,7,7,8,8,9,10,12
LSHTM,13,9,2022,22,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,1,2,2,3,4,4,5,5,5,6,6,7,7,8,8,9,10,11
LSHTM,13,9,2022,23,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,1,1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,10,11
LSHTM,13,9,2022,24,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,0,1,2,3,3,4,4,5,5,5.45000000000005,6,6,7,8,8,9,10,11
LSHTM,13,9,2022,25,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,0,1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,10,11
LSHTM,13,9,2022,26,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,0,1,2,2,3,4,4,5,5,6,6,7,7,8,8,9,10,11
LSHTM,13,9,2022,27,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,0,1,1.80000000000001,2,3,4,4,5,5,6,6,6,7,7,8,9,10,11
LSHTM,13,9,2022,28,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,0,1,1,2,3,3.64999999999998,4,4,5,6,6,7,7,8,8,9,10,11
LSHTM,13,9,2022,29,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,0,1,2,2,3,4,4,4,5,5,6,6,7,8,8,9,10,11
LSHTM,13,9,2022,30,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,0,1,1,2,3,3,4,5,5,6,6,6,7,7,8,9,10,11
LSHTM,13,9,2022,1,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,0,1,1,2,3,3,4,4,5,5,6,6,7,7,8,9,10,11
LSHTM,13,9,2022,2,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,0,1,1,2,3,3,4,4,5,5,6,6,7,7,8,9,10,11
LSHTM,13,9,2022,3,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,0,0,1,2,3,3,4,4,5,5,6,6,7,7,8,9,9,11
LSHTM,13,9,2022,4,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,0,1,1,2,3,3,4,4,5,5,6,6,7,7,8,9,10,11
LSHTM,13,9,2022,5,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,0,0,1,2,2,3,4,4,5,5,6,6,7,7,8,9,9,11
LSHTM,13,9,2022,6,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,0,0,1,2,2,3,4,4,5,5,6,6,7,8,8,9,10,11
LSHTM,13,9,2022,7,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,0,0,1,1,2,3,3,4,5,5,6,6,7,7,8,9,9,11
LSHTM,13,9,2022,8,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,4,All,0,0,0,1,1,2,3,3,4,4,5,6,6,7,7,8,8,9,10
LSHTM,13,9,2022,9,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,0,0,1,1.75,2,3,3.60000000000002,4,5,5,6,6,7,7,8,9,10,11
LSHTM,13,9,2022,10,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,4,All,0,0,0,1,1,2,3,3,4,4,5,6,6,7,7,8,9,10,11
LSHTM,13,9,2022,11,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,0,0,1,1,2,3,3,4,5,5,6,6,7,7,8,8,9,10
LSHTM,13,9,2022,12,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,0,0,1,1,2,3,3,4,5,5,6,6,7,7,8,8.14999999999998,9,11
LSHTM,13,9,2022,13,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,4,All,0,0,0,1,1,2,3,3,4,4,5,6,6,7,7,8,8.14999999999998,9,11
LSHTM,13,9,2022,14,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,0,0,1,1,2,3,4,4,5,5,6,6,7,7,7,8,9,10
LSHTM,13,9,2022,15,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,5,All,0,0,0,1,1,2,3,3,4,5,5,5,6,7,7,8,8.14999999999998,9,11
LSHTM,13,9,2022,16,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,4,All,0,0,0,0.800000000000011,1,2,3,3,4,4,5,6,6,7,7,8,8.14999999999998,10,11
LSHTM,13,9,2022,17,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,4,All,0,0,0,0,1,2,3,3,4,4,5,5,6,7,7,8,8,9,11
