Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,8,9,2020,8,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2,2,All,0,0,0,1,1,1,1,2,2,2,2,3,3,3,4,5,5,6,9
LSHTM,8,9,2020,9,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2,3,All,0,0,1,1,1,1,2,2,2,3,3,4,4,5,5,6,6,8,11
LSHTM,8,9,2020,10,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2,3,All,0,1,1,1,1,2,2,2,3,3,3,4,4,5,5,6,8,9,12
LSHTM,8,9,2020,11,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2,2,All,0,0,0,1,1,1,1,2,2,2,2,3,3,3,4,5,6,7,10
LSHTM,8,9,2020,12,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2,2,All,0,0,0,1,1,1,1,2,2,2,3,3,3,4,4,5,6,7,11
LSHTM,8,9,2020,13,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2,2,All,0,0,0,1,1,1,1,2,2,2,3,3,3,4,4,5,6,8,12
LSHTM,8,9,2020,14,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2,2,All,0,0,0,1,1,1,1,1,2,2,2,3,3,4,4,5,6,8,12
LSHTM,8,9,2020,15,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2,2,All,0,0,0,1,1,1,1,2,2,2,3,3,3,4,5,6,7,10,15
LSHTM,8,9,2020,8,9,2020,England,hospital_inc,EpiSoon,Deaths,2,66,All,32,38,43,46,50,53,56,59,63,66,70,74,78,82,88,94,103,115,133
LSHTM,8,9,2020,9,9,2020,England,hospital_inc,EpiSoon,Deaths,2,86,All,40,49,55,61,65,69,73,77,82,86,91,95,101,107,114,122,132,149,181
LSHTM,8,9,2020,10,9,2020,England,hospital_inc,EpiSoon,Deaths,2,86,All,38,46,52,57,63,68,73,77,81,86,92,97,103,110,119,128,142,158,191
LSHTM,8,9,2020,11,9,2020,England,hospital_inc,EpiSoon,Deaths,2,84,All,37,43,50,54,60,65,69,74,79,84,90,96,102,109,116,124,138,159,199
LSHTM,8,9,2020,12,9,2020,England,hospital_inc,EpiSoon,Deaths,2,74,All,31,38,44,49,53,58,62,66,70,74,80,85,91,98,107,117,130,152,192
LSHTM,8,9,2020,13,9,2020,England,hospital_inc,EpiSoon,Deaths,2,75,All,30,38,44,48,52,56,61,65,70,75,79,86,93,100,110,123,137,158,205
LSHTM,8,9,2020,14,9,2020,England,hospital_inc,EpiSoon,Deaths,2,86,All,32,40,48,53,59,64,70,75,80,86,93,100,108,118,129,145,165,196,260
LSHTM,8,9,2020,15,9,2020,England,hospital_inc,EpiSoon,Deaths,2,94,All,35,45,52,59,64,69,76,82,88,94,102,111,121,134,149,168,196,239,324
LSHTM,8,9,2020,8,9,2020,London,hospital_inc,EpiSoon,Deaths,2,12,All,3,4,6,7,7,9,10,10,11,12,14,15,16,18,20,22,26,30,38
LSHTM,8,9,2020,9,9,2020,London,hospital_inc,EpiSoon,Deaths,2,16,All,4,6,7,8,9,11,12,13,14,16,17,19,21,23,26,29,34,41,54
LSHTM,8,9,2020,10,9,2020,London,hospital_inc,EpiSoon,Deaths,2,21,All,5,8,9,11,12,14,16,17,19,21,23,25,28,31,35,40,47,59,84
LSHTM,8,9,2020,11,9,2020,London,hospital_inc,EpiSoon,Deaths,2,16,All,3,5,7,8,9,10,12,13,14,16,17,19,21,23,26,30,37,45,70
LSHTM,8,9,2020,12,9,2020,London,hospital_inc,EpiSoon,Deaths,2,15,All,3,5,6,7,8,10,11,12,14,15,17,18,21,24,27,32,39,50,79
LSHTM,8,9,2020,13,9,2020,London,hospital_inc,EpiSoon,Deaths,2,14,All,3,4,6,7,8,9,10,11,13,14,16,18,20,23,27,31,39,53,87
LSHTM,8,9,2020,14,9,2020,London,hospital_inc,EpiSoon,Deaths,2,22,All,5,7,9,10,12,13,15,18,20,22,24,27,31,36,43,52,67,97,179
LSHTM,8,9,2020,15,9,2020,London,hospital_inc,EpiSoon,Deaths,2,23,All,4,6,8,10,12,14,16,18,20,23,26,29,33,40,48,59,77,110,212
LSHTM,8,9,2020,8,9,2020,Midlands,hospital_inc,EpiSoon,Deaths,2,11,All,3,4,6,6,7,8,8,9,10,11,11,12,13,14,16,17,19,22,25
LSHTM,8,9,2020,9,9,2020,Midlands,hospital_inc,EpiSoon,Deaths,2,15,All,4,6,7,8,10,10,12,13,14,15,16,17,19,20,22,24,27,31,37
LSHTM,8,9,2020,10,9,2020,Midlands,hospital_inc,EpiSoon,Deaths,2,13,All,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,23,26,34
LSHTM,8,9,2020,11,9,2020,Midlands,hospital_inc,EpiSoon,Deaths,2,14,All,4,5,7,8,9,10,11,11,12,14,15,16,17,19,20,23,26,31,40
LSHTM,8,9,2020,12,9,2020,Midlands,hospital_inc,EpiSoon,Deaths,2,13,All,4,5,6,7,8,9,10,11,12,13,14,15,17,19,20,23,26,31,39
LSHTM,8,9,2020,13,9,2020,Midlands,hospital_inc,EpiSoon,Deaths,2,12,All,3,4,5,6,7,8,9,10,11,12,13,14,16,17,19,21,24,29,40
LSHTM,8,9,2020,14,9,2020,Midlands,hospital_inc,EpiSoon,Deaths,2,13,All,3,5,6,7,8,9,10,11,12,13,15,16,18,20,22,25,29,35,49
LSHTM,8,9,2020,15,9,2020,Midlands,hospital_inc,EpiSoon,Deaths,2,13,All,3,5,6,7,8,9,10,11,12,13,14,16,18,20,22,25,29,35,51
LSHTM,8,9,2020,8,9,2020,North East and Yorkshire,hospital_inc,EpiSoon,Deaths,2,9,All,3,4,4,5,6,7,7,8,9,9,10,11,11,12,14,15,17,19,22
LSHTM,8,9,2020,9,9,2020,North East and Yorkshire,hospital_inc,EpiSoon,Deaths,2,11,All,3,5,5,6,7,8,8,9,10,11,12,12,13,14,16,17,19,22,27
LSHTM,8,9,2020,10,9,2020,North East and Yorkshire,hospital_inc,EpiSoon,Deaths,2,9,All,2,3,4,5,5,6,7,7,8,9,9,10,11,12,13,14,16,18,22
LSHTM,8,9,2020,11,9,2020,North East and Yorkshire,hospital_inc,EpiSoon,Deaths,2,10,All,3,4,4,5,6,7,7,8,9,10,10,11,12,13,14,16,17,20,26
LSHTM,8,9,2020,12,9,2020,North East and Yorkshire,hospital_inc,EpiSoon,Deaths,2,8,All,2,3,3,4,5,5,6,6,7,8,8,9,10,11,12,13,15,18,22
LSHTM,8,9,2020,13,9,2020,North East and Yorkshire,hospital_inc,EpiSoon,Deaths,2,7,All,1,2,3,3,4,5,5,6,6,7,8,8,9,10,11,12,14,17,22
LSHTM,8,9,2020,14,9,2020,North East and Yorkshire,hospital_inc,EpiSoon,Deaths,2,9,All,2,3,4,5,5,6,6,7,8,9,10,10,11,13,14,16,18,22,28
LSHTM,8,9,2020,15,9,2020,North East and Yorkshire,hospital_inc,EpiSoon,Deaths,2,10,All,2,3,4,5,6,6,7,8,9,10,11,12,13,14,16,18,20,25,33
LSHTM,8,9,2020,8,9,2020,North West,hospital_inc,EpiSoon,Deaths,2,16,All,4,6,7,8,10,11,12,13,14,16,17,18,20,22,24,26,30,34,42
LSHTM,8,9,2020,9,9,2020,North West,hospital_inc,EpiSoon,Deaths,2,21,All,6,8,10,11,13,14,16,17,19,21,22,24,26,28,31,34,37,43,56
LSHTM,8,9,2020,10,9,2020,North West,hospital_inc,EpiSoon,Deaths,2,21,All,6,8,10,11,13,15,16,18,19,21,22,25,27,29,32,36,40,47,59
LSHTM,8,9,2020,11,9,2020,North West,hospital_inc,EpiSoon,Deaths,2,23,All,6,8,10,12,14,16,17,19,21,23,25,27,30,33,37,42,47,55,70
LSHTM,8,9,2020,12,9,2020,North West,hospital_inc,EpiSoon,Deaths,2,16,All,4,5,7,8,10,11,12,13,15,16,18,20,22,24,27,30,34,42,56
LSHTM,8,9,2020,13,9,2020,North West,hospital_inc,EpiSoon,Deaths,2,17,All,4,6,7,9,10,11,13,14,15,17,19,21,24,26,30,33,38,46,62
LSHTM,8,9,2020,14,9,2020,North West,hospital_inc,EpiSoon,Deaths,2,18,All,4,6,7,8,10,11,12,14,16,18,19,22,24,27,30,35,42,49,74
LSHTM,8,9,2020,15,9,2020,North West,hospital_inc,EpiSoon,Deaths,2,22,All,4,7,9,11,12,14,16,18,20,22,25,27,30,35,40,46,55,68,92
LSHTM,8,9,2020,8,9,2020,Northern Ireland,hospital_inc,EpiSoon,Deaths,2,3,All,0,0,1,1,1,1,2,2,2,3,3,3,4,4,5,6,7,9,12
LSHTM,8,9,2020,9,9,2020,Northern Ireland,hospital_inc,EpiSoon,Deaths,2,2,All,0,0,0,1,1,1,1,2,2,2,3,3,3,4,4,5,6,8,11
LSHTM,8,9,2020,10,9,2020,Northern Ireland,hospital_inc,EpiSoon,Deaths,2,2,All,0,0,0,1,1,1,2,2,2,2,3,3,4,4,5,6,7,8,12
LSHTM,8,9,2020,11,9,2020,Northern Ireland,hospital_inc,EpiSoon,Deaths,2,2,All,0,0,0,1,1,1,1,2,2,2,3,3,4,4,5,6,7,9,13
LSHTM,8,9,2020,12,9,2020,Northern Ireland,hospital_inc,EpiSoon,Deaths,2,3,All,0,0,0,1,1,1,2,2,2,3,3,4,4,5,6,7,9,12,17
LSHTM,8,9,2020,13,9,2020,Northern Ireland,hospital_inc,EpiSoon,Deaths,2,2,All,0,0,0,0,1,1,1,1,2,2,2,3,3,4,5,6,7,9,14
LSHTM,8,9,2020,14,9,2020,Northern Ireland,hospital_inc,EpiSoon,Deaths,2,4,All,0,0,1,1,1,2,2,3,3,4,4,5,6,7,8,10,12,16,23
