Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,15,12,2020,15,12,2020,East of England,hospital_inc,EpiNow,MTP,Cases,2,190,All,120,135,145,152,159,166,172,178,184,190,195,202,209,216,225,233,244,258,283
LSHTM,15,12,2020,16,12,2020,East of England,hospital_inc,EpiNow,MTP,Cases,2,202,All,128,143,155,162,169,177,183,189,196,202,210,216,224,231,241,251,264,282,308
LSHTM,15,12,2020,17,12,2020,East of England,hospital_inc,EpiNow,MTP,Cases,2,203,All,126,140,151,161,169,177,184,190,197,203,210,218,225,233,241,252,265,283,313
LSHTM,15,12,2020,18,12,2020,East of England,hospital_inc,EpiNow,MTP,Cases,2,182,All,112,126,135,144,151,158,163,170,176,182,189,196,202,210,219,228,240,259,284
LSHTM,15,12,2020,19,12,2020,East of England,hospital_inc,EpiNow,MTP,Cases,2,188,All,116,129,139,147,155,162,169,175,181,188,195,202,209,217,227,237,252,270,298
LSHTM,15,12,2020,20,12,2020,East of England,hospital_inc,EpiNow,MTP,Cases,2,238,All,139,156,169,181,192,201,210,218,227,238,246,255,266,277,289,303,320,343,386
LSHTM,15,12,2020,21,12,2020,East of England,hospital_inc,EpiNow,MTP,Cases,2,230,All,132,150,163,174,185,194,203,212,221,230,240,250,261,272,286,299,316,342,386
LSHTM,15,12,2020,22,12,2020,East of England,hospital_inc,EpiNow,MTP,Cases,2,259,All,151,171,185,196,208,218,228,238,249,259,271,281,291,303,319,336,355,385,432
LSHTM,15,12,2020,23,12,2020,East of England,hospital_inc,EpiNow,MTP,Cases,2,273,All,152,175,191,205,216,227,238,250,262,273,284,297,309,323,339,355,381,411,465
LSHTM,15,12,2020,24,12,2020,East of England,hospital_inc,EpiNow,MTP,Cases,2,273,All,149,173,192,205,217,228,240,251,261,273,285,298,313,327,344,362,388,421,477
LSHTM,15,12,2020,25,12,2020,East of England,hospital_inc,EpiNow,MTP,Cases,2,240,All,131,153,167,179,191,202,212,222,231,240,251,263,276,290,305,321,344,376,431
LSHTM,15,12,2020,26,12,2020,East of England,hospital_inc,EpiNow,MTP,Cases,2,249,All,133,153,169,183,195,206,216,227,238,249,261,273,285,300,315,334,360,390,442
LSHTM,15,12,2020,27,12,2020,East of England,hospital_inc,EpiNow,MTP,Cases,2,305,All,160,188,207,223,236,250,264,278,291,305,319,334,351,373,395,422,455,502,570
LSHTM,15,12,2020,28,12,2020,East of England,hospital_inc,EpiNow,MTP,Cases,2,297,All,148,175,192,210,227,242,257,271,284,297,312,328,343,363,382,407,440,484,565
LSHTM,15,12,2020,29,12,2020,East of England,hospital_inc,EpiNow,MTP,Cases,2,329,All,168,197,219,236,253,269,283,298,314,329,348,368,387,408,436,467,508,557,647
LSHTM,15,12,2020,30,12,2020,East of England,hospital_inc,EpiNow,MTP,Cases,2,346,All,165,197,223,243,262,279,296,312,329,346,363,383,404,429,458,492,536,594,689
LSHTM,15,12,2020,31,12,2020,East of England,hospital_inc,EpiNow,MTP,Cases,2,342,All,161,196,219,238,256,275,291,308,325,342,360,380,403,427,454,487,527,578,664
LSHTM,15,12,2020,1,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,299,All,141,168,189,207,223,239,255,269,283,299,316,336,354,374,406,437,476,525,610
LSHTM,15,12,2020,2,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,308,All,140,171,192,209,227,244,260,276,291,308,326,346,365,388,412,445,485,541,629
LSHTM,15,12,2020,3,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,372,All,162,201,228,252,275,295,313,330,349,372,395,421,447,479,517,563,615,686,791
LSHTM,15,12,2020,4,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,360,All,153,189,217,241,260,280,300,318,338,360,381,407,433,464,500,540,587,655,772
LSHTM,15,12,2020,5,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,395,All,165,209,237,262,283,305,327,350,371,395,421,447,475,507,548,598,657,738,861
LSHTM,15,12,2020,6,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,411,All,162,209,244,271,296,318,340,362,384,411,436,463,492,525,564,618,678,756,914
LSHTM,15,12,2020,7,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,407,All,162,200,235,261,287,308,333,356,381,407,431,459,493,529,566,617,673,762,902
LSHTM,15,12,2020,8,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,350,All,136,171,199,225,248,268,288,311,331,350,373,395,425,461,498,544,597,675,795
LSHTM,15,12,2020,9,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,353,All,134,171,202,224,246,269,291,310,332,353,377,402,430,460,498,545,602,680,809
LSHTM,15,12,2020,10,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,432,All,155,205,239,269,296,319,347,375,403,432,460,492,527,565,612,670,741,837,995
LSHTM,15,12,2020,11,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,404,All,143,187,225,252,280,307,328,353,377,404,433,463,496,535,583,645,712,797,980
LSHTM,15,12,2020,12,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,443,All,152,201,240,272,304,334,360,386,414,443,474,509,547,589,645,714,787,878,1067
LSHTM,15,12,2020,13,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,452,All,146,204,242,271,303,334,362,392,419,452,486,523,564,614,665,726,800,923,1119
LSHTM,15,12,2020,14,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,442,All,147,196,234,267,296,325,355,382,410,442,475,506,546,590,641,705,783,904,1088
LSHTM,15,12,2020,15,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,377,All,119,164,198,228,253,276,299,323,351,377,403,436,472,511,561,614,680,781,937
LSHTM,15,12,2020,16,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,382,All,116,160,195,223,249,276,302,327,353,382,410,438,473,512,556,605,677,777,932
LSHTM,15,12,2020,17,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,452,All,129,187,225,261,297,325,356,385,417,452,492,533,575,623,680,744,836,965,1175
LSHTM,15,12,2020,18,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,425,All,114,174,210,242,272,302,331,361,392,425,463,502,544,590,641,714,792,902,1115
LSHTM,15,12,2020,19,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,458,All,122,182,221,260,297,329,358,390,426,458,496,531,573,620,682,747,842,962,1179
LSHTM,15,12,2020,20,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,466,All,119,178,223,259,297,327,365,395,428,466,505,544,586,640,716,779,859,976,1171
LSHTM,15,12,2020,21,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,447,All,111,169,211,250,288,320,348,378,413,447,484,520,561,610,672,733,821,963,1171
LSHTM,15,12,2020,22,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,381,All,90,137,175,205,238,265,295,324,351,381,412,446,478,524,572,631,703,815,1016
LSHTM,15,12,2020,23,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,372,All,84,134,171,206,232,262,287,313,344,372,400,431,472,516,562,628,705,810,1000
LSHTM,15,12,2020,24,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,449,All,99,157,200,239,273,309,342,376,415,449,486,532,577,632,679,747,845,984,1218
LSHTM,15,12,2020,25,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,410,All,90,143,182,217,249,279,314,347,379,410,449,491,530,577,631,700,793,906,1131
LSHTM,15,12,2020,26,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,439,All,91,150,194,230,267,298,331,367,401,439,476,523,565,622,678,749,843,983,1232
LSHTM,15,12,2020,27,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,439,All,83,146,191,231,265,295,329,363,398,439,481,521,566,621,684,762,849,976,1194
LSHTM,15,12,2020,28,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,417,All,78,136,178,213,248,279,312,348,383,417,457,498,546,597,652,719,820,952,1171
LSHTM,15,12,2020,29,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,351,All,59,110,147,176,207,237,264,293,320,351,380,414,449,495,544,612,687,790,977
LSHTM,15,12,2020,30,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,344,All,59,106,140,172,201,230,258,284,313,344,376,414,454,495,537,595,668,775,968
LSHTM,15,12,2020,31,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,404,All,67,122,162,196,232,267,304,336,367,404,446,489,533,580,640,709,806,931,1157
LSHTM,15,12,2020,1,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,368,All,59,105,148,180,212,241,275,307,334,368,405,448,489,532,586,655,741,860,1055
LSHTM,15,12,2020,2,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,394,All,56,114,154,187,220,252,283,321,359,394,432,469,514,560,618,682,772,911,1135
LSHTM,15,12,2020,3,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,387,All,56,105,145,184,218,254,287,319,352,387,424,466,514,558,625,695,777,885,1083
LSHTM,15,12,2020,4,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,363,All,49,99,138,171,202,233,266,298,332,363,402,440,488,531,591,650,730,855,1059
LSHTM,15,12,2020,5,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,302,All,40,80,113,142,167,195,225,251,277,302,331,362,401,444,491,551,621,717,886
LSHTM,15,12,2020,6,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,291,All,38,76,108,136,164,189,214,239,266,291,321,350,389,429,471,528,600,692,853
LSHTM,15,12,2020,7,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,345,All,43,82,121,153,184,215,249,279,310,345,381,418,459,504,561,627,701,815,1011
