Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,22,2,2021,22,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,96,All,69,74,78,81,84,86,89,91,93,96,98,100,102,105,108,112,115,120,128
LSHTM,22,2,2021,23,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,90,All,64,69,73,76,78,81,83,85,87,90,92,95,97,100,103,107,111,116,123
LSHTM,22,2,2021,24,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,82,All,57,62,65,68,71,73,76,78,80,82,84,86,89,91,94,98,102,107,117
LSHTM,22,2,2021,25,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,75,All,50,55,59,61,64,66,69,71,73,75,78,79,82,85,88,91,95,101,110
LSHTM,22,2,2021,26,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,65,All,42,47,50,53,55,57,59,61,63,65,68,70,72,75,78,81,85,90,99
LSHTM,22,2,2021,27,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,68,All,42,47,51,54,57,59,61,63,66,68,70,73,75,78,81,85,89,96,107
LSHTM,22,2,2021,28,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,67,All,40,46,50,53,56,58,61,63,65,67,70,73,76,78,82,86,91,98,110
LSHTM,22,2,2021,1,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,70,All,41,46,50,54,57,59,62,65,67,70,73,76,79,82,86,91,97,105,120
LSHTM,22,2,2021,2,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,67,All,37,42,47,50,53,56,58,61,64,67,69,72,75,78,82,88,93,102,117
LSHTM,22,2,2021,3,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,60,All,33,38,42,45,48,50,53,55,58,60,63,65,68,72,76,81,87,95,110
LSHTM,22,2,2021,4,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,55,All,29,33,37,40,43,45,48,50,53,55,58,61,63,67,71,76,82,90,104
LSHTM,22,2,2021,5,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,48,All,24,28,31,34,37,39,41,44,46,48,51,53,56,60,63,68,73,82,95
LSHTM,22,2,2021,6,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,49,All,23,28,31,35,37,40,42,45,47,49,52,55,58,62,66,71,78,87,105
LSHTM,22,2,2021,7,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,49,All,22,27,31,34,37,39,42,44,47,49,52,55,59,62,66,71,79,90,108
LSHTM,22,2,2021,8,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,52,All,22,28,31,35,38,40,43,46,49,52,55,59,62,66,71,77,84,96,118
LSHTM,22,2,2021,9,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,49,All,20,25,28,32,35,38,40,43,46,49,52,56,59,63,67,73,81,93,117
LSHTM,22,2,2021,10,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,44,All,17,22,26,29,31,33,36,39,41,44,47,50,53,58,62,68,76,88,110
LSHTM,22,2,2021,11,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,41,All,16,19,23,26,28,31,33,36,38,41,43,46,50,53,58,63,70,82,105
LSHTM,22,2,2021,12,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,35,All,13,16,19,22,24,26,28,30,33,35,38,40,43,47,51,57,64,76,96
LSHTM,22,2,2021,13,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,36,All,13,17,20,22,24,27,29,32,34,36,39,42,46,50,54,60,68,80,102
LSHTM,22,2,2021,14,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,36,All,12,16,19,21,24,26,28,31,33,36,39,43,46,49,54,60,68,81,106
LSHTM,22,2,2021,15,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,38,All,12,16,19,22,25,27,29,32,35,38,41,44,48,52,58,65,75,88,115
LSHTM,22,2,2021,16,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,35,All,11,14,18,20,23,25,28,30,33,35,38,42,45,50,55,62,71,85,113
LSHTM,22,2,2021,17,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,33,All,9,13,16,18,21,23,25,27,30,33,35,38,42,46,50,57,66,81,105
LSHTM,22,2,2021,18,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,30,All,8,11,14,16,18,21,23,25,27,30,32,36,39,43,47,53,62,74,99
LSHTM,22,2,2021,19,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,26,All,6,9,11,14,16,18,20,22,24,26,28,31,34,37,42,47,55,67,91
LSHTM,22,2,2021,20,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,26,All,7,9,12,14,16,18,20,22,24,26,29,32,35,39,44,50,60,73,100
LSHTM,22,2,2021,21,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,26,All,6,9,11,13,16,18,20,22,24,26,29,32,35,39,44,50,59,74,104
