Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,27,10,2020,27,10,2020,East of England,hospital_inc,EpiSoon,Cases,2,53,All,19,24,29,32,35,39,42,46,49,53,56,60,64,69,74,81,89,101,118
LSHTM,27,10,2020,28,10,2020,East of England,hospital_inc,EpiSoon,Cases,2,46,All,16,21,25,28,31,34,37,40,43,46,49,53,57,61,66,72,80,91,109
LSHTM,27,10,2020,29,10,2020,East of England,hospital_inc,EpiSoon,Cases,2,63,All,22,29,33,38,43,46,50,54,58,63,67,72,78,83,91,99,108,123,146
LSHTM,27,10,2020,30,10,2020,East of England,hospital_inc,EpiSoon,Cases,2,52,All,18,23,28,31,35,38,42,45,49,52,57,61,65,71,77,84,94,106,130
LSHTM,27,10,2020,31,10,2020,East of England,hospital_inc,EpiSoon,Cases,2,61,All,20,27,32,36,41,44,48,52,56,61,65,70,76,83,89,98,109,122,147
LSHTM,27,10,2020,1,11,2020,East of England,hospital_inc,EpiSoon,Cases,2,62,All,20,27,32,37,41,46,49,54,58,62,67,73,78,85,91,101,113,129,160
LSHTM,27,10,2020,2,11,2020,East of England,hospital_inc,EpiSoon,Cases,2,56,All,17,24,28,32,36,41,44,48,52,56,61,66,72,79,87,96,107,122,149
LSHTM,27,10,2020,3,11,2020,East of England,hospital_inc,EpiSoon,Cases,2,75,All,25,33,39,43,49,54,60,65,70,75,82,89,97,107,118,131,147,170,215
LSHTM,27,10,2020,4,11,2020,East of England,hospital_inc,EpiSoon,Cases,2,67,All,19,27,33,38,43,47,52,57,62,67,73,79,86,94,103,115,129,150,189
LSHTM,27,10,2020,5,11,2020,East of England,hospital_inc,EpiSoon,Cases,2,92,All,28,38,46,52,59,65,71,77,85,92,99,107,117,128,141,158,178,208,265
LSHTM,27,10,2020,6,11,2020,East of England,hospital_inc,EpiSoon,Cases,2,77,All,22,30,37,43,48,54,59,65,71,77,84,91,99,109,119,135,154,180,227
LSHTM,27,10,2020,7,11,2020,East of England,hospital_inc,EpiSoon,Cases,2,92,All,26,35,42,50,57,63,70,76,84,92,100,109,120,132,147,163,185,221,282
LSHTM,27,10,2020,8,11,2020,East of England,hospital_inc,EpiSoon,Cases,2,92,All,25,34,42,49,56,62,69,76,84,92,101,110,121,132,143,161,180,215,279
LSHTM,27,10,2020,9,11,2020,East of England,hospital_inc,EpiSoon,Cases,2,83,All,21,31,37,42,49,55,62,68,75,83,91,100,111,123,138,157,179,217,282
LSHTM,27,10,2020,10,11,2020,East of England,hospital_inc,EpiSoon,Cases,2,117,All,31,42,51,60,69,79,87,96,106,117,129,142,156,172,191,218,254,301,396
LSHTM,27,10,2020,11,11,2020,East of England,hospital_inc,EpiSoon,Cases,2,100,All,26,36,44,51,59,67,74,83,91,100,110,119,132,146,165,188,215,263,356
LSHTM,27,10,2020,12,11,2020,East of England,hospital_inc,EpiSoon,Cases,2,132,All,33,47,58,68,77,87,98,109,120,132,146,164,180,201,231,262,306,365,483
LSHTM,27,10,2020,13,11,2020,East of England,hospital_inc,EpiSoon,Cases,2,114,All,28,40,49,57,66,75,84,94,103,114,128,141,156,172,196,227,269,325,441
LSHTM,27,10,2020,14,11,2020,East of England,hospital_inc,EpiSoon,Cases,2,132,All,32,45,56,66,76,85,96,108,119,132,145,162,182,204,231,268,311,378,512
